state,afr_ancs,eur_ancs,ami_ancs,region_ori
San Luis Potosí,0.06828,0.340818,0.59088,north
Nuevo León,0.055974,0.455307,0.483299,north
Veracruz,0.012978,0.098306,0.872997,center
Nuevo León,0.056019,0.365211,0.567648,north
Coahuila,0.058577,0.321349,0.620054,north
Distrito Federal,0.025963,0.371633,0.578536,center
Nuevo León,0.056305,0.497135,0.44654,north
Nuevo León,0.07082,0.338471,0.582155,north
Nuevo León,0.039505,0.360848,0.576863,north
Nuevo León,0.079954,0.360756,0.55927,north
Tamaulipas,0.06103,0.437116,0.501835,north
Nuevo León,0.094253,0.335795,0.569569,north
Nuevo León,0.051782,0.343301,0.591117,north
Nuevo León,0.032397,0.544942,0.422641,north
Nuevo León,0.055764,0.347022,0.590034,north
Nuevo León,0.062047,0.415283,0.52265,north
Nuevo León,0.045397,0.372036,0.581424,north
Nuevo León,0.02188,0.238846,0.735637,north
Nuevo León,0.068507,0.582154,0.349319,north
Nuevo León,0.029662,0.283573,0.685196,north
Nuevo León,0.054421,0.296407,0.631226,north
Nuevo León,0.048956,0.258536,0.686889,north
Nuevo León,0.035107,0.412158,0.537747,north
Nuevo León,0.077011,0.420799,0.502171,north
Nuevo León,0.041027,0.532985,0.424758,north
Nuevo León,0.081302,0.308565,0.604898,north
Nuevo León,0.025826000000000002,0.296444,0.671122,north
Nuevo León,0.038571,0.537783,0.412637,north
Nuevo León,0.058135,0.444498,0.491673,north
Nuevo León,0.056495,0.536604,0.406881,north
Nuevo León,0.027092,0.52846,0.444428,north
San Luis Potosí,0.038184,0.402304,0.559492,north
Nuevo León,0.040735,0.534231,0.425014,north
San Luis Potosí,0.035619,0.241714,0.721294,north
Nuevo León,0.058266,0.356124,0.585589,north
Tabasco,0.148674,0.213946,0.63736,south
Coahuila,0.052446,0.344676,0.593186,north
San Luis Potosí,0.036117,0.408302,0.555561,north
Nuevo León,0.070836,0.377722,0.545465,north
Nuevo León,0.028699,0.517587,0.453694,north
Nuevo León,0.087139,0.279794,0.630194,north
Nuevo León,0.07995,0.522078,0.391157,north
San Luis Potosí,0.027524,0.19888,0.773576,north
Nuevo León,0.063265,0.567092,0.368294,north
Zacatecas,0.065386,0.231976,0.696325,north
Nuevo León,0.047838,0.411824,0.540318,north
Veracruz,0.180712,0.314189,0.466857,center
Nuevo León,0.063395,0.263147,0.673438,north
Nuevo León,0.070402,0.275158,0.652983,north
Nuevo León,0.052565,0.307574,0.629216,north
Nuevo León,0.071898,0.254531,0.657725,north
Nuevo León,0.02476,0.442429,0.520936,north
Zacatecas,0.046884,0.4563,0.494788,north
Nuevo León,0.053964,0.375536,0.559053,north
Nuevo León,0.037408,0.577143,0.385429,north
Coahuila,0.06417,0.365951,0.557158,north
Tamaulipas,0.066097,0.295146,0.637882,north
Nuevo León,0.054869,0.350115,0.576641,north
Nuevo León,0.061303,0.404184,0.534493,north
San Luis Potosí,0.042723,0.360094,0.57856,north
Nuevo León,0.03963,0.614056,0.345248,north
Nuevo León,0.14624,0.428165,0.418712,north
Distrito Federal,0.028016,0.256655,0.715309,center
Nuevo León,0.066596,0.279645,0.634244,north
Nuevo León,0.046556,0.616592,0.330383,north
Veracruz,0.04228,0.371206,0.573271,center
Nuevo León,0.063735,0.297254,0.635432,north
San Luis Potosí,0.030337,0.188334,0.764532,north
Nuevo León,0.10492,0.248717,0.646343,north
Nuevo León,0.048256,0.336867,0.595444,north
Nuevo León,0.054116,0.395993,0.547958,north
Nuevo León,0.054319,0.263284,0.681585,north
San Luis Potosí,1e-5,1e-5,0.99996,north
Nuevo León,0.061186,0.391627,0.533381,north
Tamaulipas,0.048424,0.491284,0.450027,north
Durango,0.068512,0.312481,0.605445,north
Nuevo León,0.048342,0.268114,0.676179,north
Veracruz,0.037003,0.049153,0.902819,center
Nuevo León,0.058042,0.335425,0.598841,north
Veracruz,5.05e-4,0.002187,0.992099,center
Tamaulipas,0.064996,0.439911,0.493994,north
Nuevo León,0.045747,0.325132,0.619839,north
Tabasco,0.031374,0.089085,0.867908,south
Veracruz,0.023862,0.079348,0.875268,center
Nuevo León,0.061308,0.384868,0.54585,north
Nuevo León,0.041821,0.26747,0.685332,north
Nuevo León,0.046526,0.267118,0.672751,north
Nuevo León,0.039629,0.31788,0.625807,north
Coahuila,0.049382,0.305496,0.645102,north
Tamaulipas,0.06304,0.24986,0.675113,north
Nuevo León,0.064486,0.397233,0.535724,north
Nuevo León,0.049368,0.323123,0.619043,north
Nuevo León,0.03578,0.310455,0.6462,north
Tabasco,0.066763,0.133922,0.79623,south
Zacatecas,0.03825,0.291572,0.660687,north
Tabasco,0.081913,0.17299,0.73911,south
Nuevo León,0.037093,0.323531,0.627043,north
Nuevo León,0.051795,0.319848,0.621847,north
Oaxaca,0.022413,0.062744,0.902684,south
Oaxaca,5.9e-4,0.001671,0.994957,south
Nuevo León,0.041988,0.326229,0.630424,north
Distrito Federal,0.044405,0.199729,0.744902,center
Nuevo León,0.067348,0.289041,0.630722,north
Nuevo León,0.051874,0.411859,0.520499,north
San Luis Potosí,0.069461,0.234076,0.686707,north
Nuevo León,0.039275,0.289822,0.669643,north
Veracruz,0.011139,1e-5,0.986979,center
México,0.002002,0.003733,0.985506,center
Nuevo León,0.028681,0.599247,0.364837,north
Nuevo León,0.068367,0.286941,0.643481,north
Nuevo León,0.042062,0.296095,0.645756,north
Hidalgo,9.49e-4,0.013723,0.97732,center
Veracruz,0.01595,0.041047,0.925603,center
San Luis Potosí,0.057448,0.291231,0.631142,north
Veracruz,1e-5,1e-5,0.99996,center
Chiapas,0.014235,0.077721,0.898604,south
Chiapas,1e-5,1e-5,0.99996,south
Puebla,3.98e-4,0.045955,0.941804,center
Nuevo León,0.049028,0.395635,0.555318,north
Nuevo León,0.045877,0.333923,0.610007,north
Nuevo León,0.045874,0.305278,0.626494,north
Nuevo León,0.017918,0.157563,0.813598,north
Nuevo León,0.046935,0.35581,0.58735,north
San Luis Potosí,0.06899,0.349799,0.568315,north
Coahuila,0.040888,0.237098,0.707489,north
Coahuila,0.083924,0.297148,0.610531,north
San Luis Potosí,0.043519,0.344902,0.60094,north
San Luis Potosí,0.048947,0.39542,0.554945,north
Coahuila,0.05615,0.481957,0.461873,north
San Luis Potosí,0.059199,0.479924,0.460857,north
San Luis Potosí,0.012848,0.392082,0.58624,north
San Luis Potosí,0.064668,0.29012,0.642559,north
Oaxaca,0.061247,0.290982,0.637644,south
San Luis Potosí,0.063467,0.2827,0.646129,north
Coahuila,0.04561,0.24736,0.694492,north
Coahuila,0.052211,0.330753,0.612129,north
San Luis Potosí,0.042786,0.392337,0.560327,north
Coahuila,0.071708,0.22709,0.679818,north
Nuevo León,0.053945,0.35775,0.582995,north
Nuevo León,0.06032,0.336001,0.598695,north
Nuevo León,0.072893,0.397038,0.530048,north
Nuevo León,0.046172,0.350638,0.599123,north
Nuevo León,0.068507,0.339176,0.590432,north
Coahuila,0.071068,0.305338,0.621998,north
San Luis Potosí,0.057179,0.22269,0.701346,north
Nuevo León,0.021226,0.285305,0.690614,north
Coahuila,0.074193,0.340694,0.585093,north
Guanajuato,0.058734,0.273464,0.66521,center
Zacatecas,0.057879,0.334883,0.602727,north
San Luis Potosí,0.055694,0.416296,0.515383,north
Nuevo León,0.05152,0.418178,0.530281,north
Coahuila,0.06942,0.330193,0.5986,north
Nuevo León,0.065183,0.359613,0.575184,north
San Luis Potosí,0.048452,0.328504,0.604732,north
San Luis Potosí,0.066372,0.350112,0.569045,north
Nuevo León,0.06314,0.258531,0.676047,north
Nuevo León,0.062034,0.300576,0.637368,north
Nuevo León,0.071757,0.350231,0.576395,north
Nuevo León,0.044338,0.335125,0.603392,north
Nuevo León,0.041744,0.326517,0.631261,north
