region	group1	group2	group3	group4
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.997511	0.002469	1e-05	1e-05
EAS	0.993967	0.006013	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
EAS	0.99997	1e-05	1e-05	1e-05
AFR	0.007935	0.06218	0.929875	1e-05
AFR	1e-05	0.42621	0.57377	1e-05
AMR	0.003642	0.374205	0.049823	0.572329
AFR	0.002527	0.088412	0.909052	1e-05
AFR	0.010374	0.11272	0.876896	1e-05
AFR	0.003571	0.058109	0.938311	1e-05
AFR	0.001035	0.021766	0.977189	1e-05
AFR	1e-05	0.173624	0.826356	1e-05
AFR	0.000929	0.057434	0.941627	1e-05
AFR	1e-05	0.085965	0.914015	1e-05
AFR	0.004228	0.144479	0.851283	1e-05
AFR	1e-05	0.013917	0.986063	1e-05
AFR	1e-05	0.045046	0.954934	1e-05
AFR	1e-05	0.000809	0.999171	1e-05
AFR	1e-05	0.008983	0.990997	1e-05
AFR	1e-05	0.071713	0.928267	1e-05
AFR	0.000197	0.073829	0.925963	1e-05
AFR	0.003645	0.160965	0.83538	1e-05
AFR	1e-05	0.134434	0.865546	1e-05
AFR	0.000259	0.098621	0.90111	1e-05
AFR	0.013986	0.081942	0.904062	1e-05
AFR	1.5e-05	0.106433	0.893542	1e-05
AFR	1e-05	0.261749	0.738231	1e-05
AFR	0.005568	0.123356	0.871066	1e-05
SAS	0.228924	0.771056	1e-05	1e-05
SAS	0.256683	0.738299	0.005008	1e-05
SAS	0.230096	0.752119	0.017775	1e-05
SAS	0.22846	0.767485	0.004045	1e-05
AFR	0.001315	0.081339	0.917335	1e-05
AFR	1e-05	0.050885	0.944198	0.004907
AFR	0.001792	0.214728	0.78347	1e-05
AFR	0.008085	0.176676	0.815228	1e-05
AFR	0.002351	0.098102	0.899537	1e-05
AFR	0.009703	0.06785	0.922437	1e-05
AFR	0.011674	0.052009	0.936307	1e-05
EAS	0.987184	0.012796	1e-05	1e-05
EAS	0.996852	0.003128	1e-05	1e-05
EAS	0.985046	0.014934	1e-05	1e-05
EAS	0.984477	0.015503	1e-05	1e-05
EAS	0.992431	0.007549	1e-05	1e-05
EAS	0.990943	0.009037	1e-05	1e-05
AFR	1e-05	0.18828	0.8117	1e-05
AFR	1e-05	0.054316	0.945664	1e-05
AFR	0.000325	0.190278	0.809387	1e-05
AFR	0.003281	0.086752	0.909957	1e-05
AFR	0.001329	0.07421	0.920308	0.004152
AFR	1.1e-05	0.038041	0.961938	1e-05
AFR	0.006109	0.110967	0.882914	1e-05
AFR	0.000563	0.107505	0.891922	1e-05
AFR	0.004849	0.061561	0.933581	1e-05
AFR	0.003586	0.093253	0.902122	0.00104
AFR	1e-05	0.033882	0.966098	1e-05
AFR	1e-05	0.014603	0.985377	1e-05
AFR	1e-05	0.024409	0.975571	1e-05
AFR	1e-05	0.012283	0.987697	1e-05
AFR	1e-05	0.012466	0.987514	1e-05
AFR	1e-05	0.026262	0.973718	1e-05
AFR	1e-05	0.042319	0.957661	1e-05
AFR	1e-05	0.210009	0.789971	1e-05
AFR	0.003917	0.144123	0.85195	1e-05
AFR	1e-05	0.016708	0.983272	1e-05
AFR	1e-05	0.010707	0.989273	1e-05
AFR	1e-05	0.008956	0.991024	1e-05
AFR	1e-05	0.017602	0.982378	1e-05
AFR	1e-05	0.016099	0.983881	1e-05
AFR	1e-05	0.018795	0.981185	1e-05
AFR	1e-05	0.018099	0.981881	1e-05
AFR	1e-05	0.016034	0.983946	1e-05
SAS	0.20039	0.79427	0.005329	1e-05
SAS	0.302951	0.692355	0.004683	1e-05
SAS	0.285049	0.705146	0.009795	1e-05
SAS	0.238655	0.754773	0.006562	1e-05
SAS	0.229511	0.766937	0.003542	1e-05
AFR	1e-05	0.016184	0.983796	1e-05
AFR	1e-05	0.010632	0.989348	1e-05
AFR	1e-05	0.042862	0.957118	1e-05
AFR	1e-05	0.050244	0.949736	1e-05
AFR	1e-05	0.011195	0.988785	1e-05
AFR	1e-05	0.009569	0.990411	1e-05
AFR	1e-05	0.007083	0.992897	1e-05
AFR	1e-05	0.007325	0.992655	1e-05
AFR	1e-05	0.005678	0.994302	1e-05
AFR	1e-05	0.011115	0.988865	1e-05
AFR	1e-05	0.02736	0.97262	1e-05
AFR	1e-05	0.019687	0.980293	1e-05
AFR	1e-05	0.016917	0.983063	1e-05
AFR	1e-05	0.025508	0.974472	1e-05
AFR	1e-05	0.014597	0.985383	1e-05
AFR	1e-05	0.011638	0.988342	1e-05
SAS	0.213641	0.780387	0.005962	1e-05
SAS	0.205374	0.792083	0.002533	1e-05
SAS	0.253476	0.743035	0.003479	1e-05
SAS	0.241869	0.750478	0.007642	1e-05
SAS	0.207563	0.786487	0.00594	1e-05
SAS	0.204096	0.790874	0.005019	1e-05
SAS	0.277258	0.715643	0.007089	1e-05
SAS	0.271965	0.720489	0.007536	1e-05
SAS	0.256114	0.739969	0.003907	1e-05
SAS	0.262316	0.731653	0.006022	1e-05
AFR	1e-05	0.008823	0.991157	1e-05
AFR	1e-05	0.018782	0.981198	1e-05
AFR	1e-05	0.014837	0.985143	1e-05
AFR	1e-05	0.035032	0.964948	1e-05
AFR	1e-05	0.027888	0.972092	1e-05
AFR	1e-05	0.01214	0.98784	1e-05
SAS	0.220662	0.776702	0.002626	1e-05
SAS	0.219938	0.775691	0.004361	1e-05
SAS	0.305824	0.682906	0.01126	1e-05
SAS	0.307726	0.68151	0.010753	1e-05
SAS	0.329132	0.659477	0.011381	1e-05
SAS	0.327153	0.665898	0.00694	1e-05
SAS	0.205217	0.786064	0.008708	1e-05
SAS	0.212947	0.782729	0.004315	1e-05
SAS	0.190145	0.804482	0.005362	1e-05
SAS	0.276792	0.717979	0.005218	1e-05
SAS	0.226384	0.768344	0.005262	1e-05
SAS	0.213563	0.781106	0.005322	1e-05
SAS	0.23202	0.762798	0.005173	1e-05
AFR	0.002302	0.032487	0.965202	1e-05
AFR	1e-05	0.009677	0.990303	1e-05
AFR	1e-05	0.013644	0.986336	1e-05
AFR	1e-05	0.009745	0.990235	1e-05
AFR	1e-05	0.020621	0.979359	1e-05
AFR	1e-05	0.015313	0.984666	1e-05
SAS	0.344204	0.646731	0.009056	1e-05
SAS	0.342157	0.647481	0.010353	1e-05
SAS	0.3365	0.652125	0.011364	1e-05
SAS	0.350753	0.641551	0.007686	1e-05
SAS	0.267237	0.722627	0.010126	1e-05
SAS	0.233485	0.758501	0.008004	1e-05
SAS	0.239775	0.756756	0.003459	1e-05
SAS	0.234365	0.762771	0.002854	1e-05
SAS	0.22537	0.770371	0.004248	1e-05
AFR	1e-05	0.010388	0.989592	1e-05
AFR	1e-05	0.015116	0.984864	1e-05
AFR	1e-05	0.017013	0.982967	1e-05
AFR	1e-05	0.023433	0.976547	1e-05
AFR	1e-05	0.021039	0.978941	1e-05
AFR	1e-05	0.013437	0.986543	1e-05
AFR	1e-05	0.009091	0.990889	1e-05
AFR	1e-05	0.016597	0.983383	1e-05
AFR	1e-05	0.007083	0.992897	1e-05
AFR	1e-05	0.008376	0.991604	1e-05
SAS	0.306093	0.683501	0.010396	1e-05
SAS	0.328813	0.662918	0.008259	1e-05
SAS	0.336323	0.653225	0.010441	1e-05
SAS	0.32653	0.666475	0.006985	1e-05
SAS	0.336629	0.653034	0.010327	1e-05
SAS	0.321352	0.670027	0.00861	1e-05
SAS	0.338522	0.650121	0.011347	1e-05
SAS	0.33532	0.657264	0.007405	1e-05
SAS	0.338434	0.653238	0.008318	1e-05
SAS	0.339189	0.652379	0.008422	1e-05
SAS	0.336447	0.653222	0.010321	1e-05
SAS	0.337426	0.652112	0.010453	1e-05
AFR	1e-05	0.00977	0.99021	1e-05
AFR	1e-05	0.017993	0.981987	1e-05
AFR	1e-05	0.003767	0.996213	1e-05
AFR	1e-05	0.004624	0.995356	1e-05
AFR	1e-05	0.029569	0.970411	1e-05
AFR	1e-05	0.019299	0.980681	1e-05
AFR	1e-05	0.076953	0.923027	1e-05
AFR	1e-05	0.011477	0.988503	1e-05
AFR	1e-05	0.011192	0.988788	1e-05
AFR	1e-05	0.011619	0.988361	1e-05
AFR	1e-05	0.020447	0.979533	1e-05
AFR	1.1e-05	0.025725	0.974254	1e-05
AFR	1e-05	0.006221	0.993759	1e-05
AFR	1e-05	0.008147	0.991833	1e-05
AFR	1e-05	0.020798	0.979182	1e-05
AFR	1e-05	0.01885	0.98113	1e-05
AFR	1e-05	0.018334	0.981646	1e-05
AFR	1e-05	0.020762	0.979218	1e-05
AFR	1e-05	0.01654	0.98344	1e-05
AFR	1e-05	0.022905	0.977074	1e-05
AFR	1e-05	0.008017	0.991963	1e-05
AFR	1e-05	0.018637	0.981343	1e-05
AFR	1e-05	0.013014	0.986966	1e-05
AFR	1e-05	0.017485	0.982495	1e-05
AFR	1e-05	0.028423	0.971557	1e-05
AFR	1e-05	0.017124	0.982856	1e-05
AFR	1e-05	0.015811	0.984169	1e-05
AFR	1e-05	0.017642	0.982338	1e-05
AFR	1e-05	0.006896	0.993084	1e-05
AFR	1e-05	0.011972	0.988008	1e-05
AFR	1e-05	0.016719	0.983261	1e-05
AFR	1e-05	0.019339	0.980641	1e-05
AFR	1e-05	0.006733	0.993247	1e-05
AFR	1e-05	0.016977	0.983003	1e-05
AFR	1e-05	0.024844	0.975136	1e-05
AFR	1e-05	0.019317	0.980663	1e-05
AFR	1e-05	0.015122	0.984858	1e-05
AFR	1e-05	0.01329	0.98669	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1.1e-05	0.999969	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	0.01373	0.98625	1e-05
AFR	1e-05	0.016095	0.983885	1e-05
SAS	0.39423	0.596832	0.008928	1e-05
SAS	0.393911	0.596903	0.009176	1e-05
SAS	0.388767	0.603556	0.007667	1e-05
SAS	0.402773	0.586023	0.011194	1e-05
SAS	0.333649	0.65779	0.008551	1e-05
SAS	0.326151	0.662615	0.011224	1e-05
SAS	0.320337	0.670123	0.00953	1e-05
SAS	0.3368	0.652971	0.010218	1e-05
SAS	0.334947	0.655364	0.00968	1e-05
SAS	0.299381	0.693599	0.00701	1e-05
AFR	1e-05	0.007171	0.992809	1e-05
AFR	1e-05	0.003174	0.996806	1e-05
AFR	1e-05	0.006911	0.993069	1e-05
AFR	1e-05	0.012137	0.987843	1e-05
AFR	1e-05	0.005383	0.994597	1e-05
AFR	1e-05	0.003425	0.996555	1e-05
AFR	1e-05	0.01229	0.98769	1e-05
AFR	1e-05	0.0099	0.99008	1e-05
AFR	1e-05	0.024194	0.975786	1e-05
AFR	1e-05	0.024572	0.975408	1e-05
AFR	1e-05	0.013551	0.986429	1e-05
AFR	1e-05	0.013302	0.986678	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	0.00277	0.99721	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	0.009678	0.990302	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1.3e-05	0.999967	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1.8e-05	0.999962	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
SAS	0.324949	0.664391	0.01065	1e-05
SAS	0.318139	0.669997	0.011853	1e-05
SAS	0.228795	0.763493	0.007702	1e-05
SAS	0.243964	0.747619	0.008407	1e-05
SAS	0.211245	0.782571	0.006174	1e-05
SAS	0.189517	0.806187	0.004286	1e-05
AFR	1e-05	0.009707	0.990273	1e-05
AFR	1e-05	0.005444	0.994536	1e-05
AFR	1e-05	0.028443	0.971537	1e-05
AFR	1e-05	0.01327	0.98671	1e-05
AFR	1e-05	0.038997	0.960983	1e-05
AFR	1e-05	0.027954	0.972026	1e-05
AFR	1e-05	0.013355	0.986625	1e-05
AFR	1e-05	0.022198	0.977782	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1.8e-05	0.999962	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1.6e-05	1e-05	0.999964	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1.9e-05	0.999961	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	4.7e-05	0.999933	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
SAS	0.279823	0.710704	0.009463	1e-05
SAS	0.261068	0.731228	0.007694	1e-05
SAS	0.231178	0.762997	0.005815	1e-05
SAS	0.310191	0.678462	0.011337	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	0.011304	0.988676	1e-05
AFR	1e-05	0.05276	0.94722	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	0.001641	0.998339	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
AFR	1e-05	1e-05	0.99997	1e-05
SAS	0.407651	0.580474	0.011865	1e-05
SAS	0.399994	0.591305	0.008691	1e-05
SAS	0.405016	0.588315	0.006659	1e-05
SAS	0.407718	0.582279	0.009993	1e-05
SAS	0.408962	0.586266	0.004763	1e-05
SAS	0.404893	0.587648	0.007449	1e-05
SAS	0.380265	0.607611	0.012114	1e-05
SAS	0.416603	0.576607	0.00678	1e-05
SAS	0.4018	0.590301	0.007889	1e-05
SAS	0.426681	0.560859	0.01245	1e-05
SAS	0.412376	0.580751	0.006863	1e-05
SAS	0.411248	0.58102	0.007722	1e-05
SAS	0.403713	0.587156	0.009121	1e-05
SAS	0.402688	0.587304	0.009998	1e-05
SAS	0.235922	0.757393	0.006674	1e-05
SAS	0.197772	0.797429	0.004789	1e-05
SAS	0.199645	0.795308	0.005037	1e-05
SAS	0.194584	0.800766	0.004641	1e-05
SAS	0.23971	0.748323	0.011957	1e-05
SAS	0.259927	0.732329	0.007734	1e-05
SAS	0.28422	0.709609	0.006161	1e-05
SAS	0.225196	0.769591	0.005203	1e-05
SAS	0.264066	0.730215	0.00571	1e-05
SAS	0.331712	0.661581	0.006696	1e-05
SAS	0.347883	0.642877	0.00923	1e-05
SAS	0.365048	0.613714	0.021227	1e-05
SAS	0.343048	0.64516	0.011783	1e-05
SAS	0.347687	0.636153	0.016149	1e-05
SAS	0.351241	0.633781	0.014967	1e-05
SAS	0.352101	0.633574	0.014315	1e-05
SAS	0.282477	0.707668	0.009846	1e-05
SAS	0.289809	0.702854	0.007327	1e-05
SAS	0.307088	0.686146	0.006756	1e-05
SAS	0.287523	0.703533	0.008934	1e-05
SAS	0.337706	0.658361	0.003923	1e-05
SAS	0.357574	0.635525	0.00689	1e-05
SAS	0.358685	0.627898	0.013407	1e-05
SAS	0.294112	0.696614	0.009264	1e-05
SAS	0.324034	0.664466	0.01149	1e-05
SAS	0.345861	0.639456	0.014673	1e-05
SAS	0.334948	0.649501	0.015541	1e-05
SAS	0.342855	0.644084	0.01305	1e-05
SAS	0.340653	0.644583	0.014754	1e-05
SAS	0.368882	0.611099	0.020008	1e-05
SAS	0.395609	0.584519	0.019862	1e-05
SAS	0.343516	0.641156	0.015319	1e-05
SAS	0.370672	0.612315	0.017003	1e-05
SAS	0.344346	0.640154	0.015491	1e-05
SAS	0.343754	0.645645	0.010591	1e-05
SAS	0.340944	0.646215	0.012831	1e-05
SAS	0.367047	0.615143	0.0178	1e-05
SAS	0.363927	0.620746	0.015316	1e-05
SAS	0.366874	0.619138	0.013978	1e-05
SAS	0.332435	0.653931	0.013624	1e-05
SAS	0.354673	0.62974	0.015576	1e-05
SAS	0.34354	0.643853	0.012598	1e-05
SAS	0.350823	0.635938	0.013229	1e-05
SAS	0.339964	0.646059	0.013967	1e-05
SAS	0.344451	0.646846	0.008693	1e-05
SAS	0.320943	0.672349	0.006698	1e-05
SAS	0.31903	0.673968	0.006992	1e-05
SAS	0.309077	0.683761	0.007151	1e-05
SAS	0.339385	0.651871	0.008734	1e-05
SAS	0.317038	0.67316	0.009791	1e-05
SAS	0.292732	0.7045	0.002757	1e-05
SAS	0.320812	0.673371	0.005808	1e-05
SAS	0.330708	0.656182	0.013101	1e-05
SAS	0.288906	0.699821	0.011263	1e-05
SAS	0.282814	0.705646	0.01153	1e-05
SAS	0.273708	0.718633	0.00765	1e-05
SAS	0.352711	0.637064	0.010216	1e-05
SAS	0.361649	0.625167	0.013174	1e-05
SAS	0.362257	0.626903	0.01083	1e-05
SAS	0.32077	0.662096	0.017125	1e-05
SAS	0.36229	0.621217	0.016483	1e-05
SAS	0.356716	0.630346	0.012928	1e-05
SAS	0.321226	0.665994	0.01277	1e-05
SAS	0.326762	0.6623	0.010929	1e-05
SAS	0.400198	0.58009	0.019702	1e-05
SAS	0.321254	0.666532	0.012204	1e-05
SAS	0.348185	0.63713	0.014676	1e-05
SAS	0.329935	0.657187	0.012868	1e-05
SAS	0.360169	0.626698	0.013122	1e-05
SAS	0.363635	0.623511	0.012844	1e-05
SAS	0.352251	0.632177	0.015561	1e-05
SAS	0.41813	0.565621	0.016239	1e-05
SAS	0.356944	0.630139	0.012907	1e-05
SAS	0.340397	0.645724	0.013868	1e-05
SAS	0.282755	0.708711	0.008524	1e-05
SAS	0.329739	0.653988	0.016264	1e-05
SAS	0.350174	0.629558	0.020258	1e-05
SAS	0.341402	0.643605	0.014984	1e-05
SAS	0.342327	0.64098	0.016682	1e-05
SAS	0.341651	0.642913	0.015426	1e-05
SAS	0.398307	0.584469	0.017214	1e-05
SAS	0.347457	0.63886	0.013673	1e-05
SAS	0.281063	0.71052	0.008407	1e-05
SAS	0.336955	0.640664	0.022371	1e-05
SAS	0.252927	0.740281	0.006781	1e-05
SAS	0.183941	0.811986	0.004063	1e-05
SAS	0.393304	0.590012	0.016674	1e-05
SAS	0.373431	0.612337	0.014222	1e-05
SAS	0.362838	0.627808	0.009344	1e-05
SAS	0.359514	0.632166	0.00831	1e-05
SAS	0.318241	0.669971	0.011779	1e-05
SAS	0.325644	0.660357	0.013989	1e-05
SAS	0.321274	0.665931	0.012786	1e-05
SAS	0.356839	0.632282	0.010869	1e-05
SAS	0.346534	0.639055	0.014401	1e-05
SAS	0.318754	0.670536	0.0107	1e-05
SAS	0.343089	0.645918	0.010984	1e-05
SAS	0.315774	0.668655	0.015561	1e-05
SAS	0.354241	0.637552	0.008196	1e-05
SAS	0.372342	0.617496	0.010152	1e-05
SAS	0.354154	0.63903	0.006806	1e-05
SAS	0.372275	0.614679	0.013037	1e-05
SAS	0.323276	0.665907	0.010807	1e-05
SAS	0.298942	0.693032	0.008016	1e-05
SAS	0.31265	0.674925	0.012414	1e-05
SAS	0.320238	0.667608	0.012143	1e-05
SAS	0.388173	0.605379	0.006438	1e-05
SAS	0.384586	0.578036	0.037368	1e-05
SAS	0.454903	0.533304	0.011783	1e-05
SAS	0.391468	0.600827	0.007695	1e-05
SAS	0.42671	0.566258	0.007022	1e-05
SAS	0.467537	0.520497	0.011956	1e-05
SAS	0.397963	0.594101	0.007927	1e-05
SAS	0.396712	0.594804	0.008474	1e-05
SAS	0.406183	0.58316	0.010647	1e-05
SAS	0.394373	0.597442	0.008175	1e-05
SAS	0.422843	0.569632	0.007515	1e-05
SAS	0.404419	0.587049	0.008522	1e-05
SAS	0.413497	0.579643	0.006849	1e-05
SAS	0.431342	0.562421	0.006227	1e-05
SAS	0.424486	0.56752	0.007984	1e-05
SAS	0.408562	0.586381	0.005047	1e-05
SAS	0.398387	0.591058	0.010546	1e-05
