region	group1	group2	group3	group4	group5	group6
AFR	1e-05	0.289425	1e-05	0.710535	1e-05	1e-05
AFR	1e-05	0.325932	1e-05	0.674028	1e-05	1e-05
AFR	1.3e-05	0.280422	1e-05	0.719535	1e-05	1e-05
AFR	1.5e-05	0.32048	1e-05	0.679475	1e-05	1e-05
AFR	1e-05	0.30979	1e-05	0.69017	1e-05	1e-05
AFR	1.6e-05	0.321146	1e-05	0.678808	1e-05	1e-05
AFR	1e-05	0.278419	1e-05	0.721541	1e-05	1e-05
AFR	1e-05	0.308815	1e-05	0.691145	1e-05	1e-05
AFR	1e-05	0.35618	0.014937	0.628853	1e-05	1e-05
AFR	1.5e-05	0.275195	1e-05	0.724761	1e-05	1e-05
AFR	1e-05	0.317666	1e-05	0.682294	1e-05	1e-05
AFR	1.5e-05	0.347645	1e-05	0.65231	1e-05	1e-05
AFR	1e-05	0.332061	1e-05	0.667899	1e-05	1e-05
AFR	1e-05	0.324677	1e-05	0.675283	1e-05	1e-05
AFR	1e-05	0.321295	1e-05	0.678665	1e-05	1e-05
AFR	1.5e-05	0.313359	1e-05	0.686596	1e-05	1e-05
AFR	1e-05	0.308076	1e-05	0.691884	1e-05	1e-05
AFR	1.6e-05	0.280734	1.9e-05	0.71921	1e-05	1e-05
AFR	1.2e-05	0.272375	1e-05	0.727582	1e-05	1e-05
AFR	1e-05	0.300595	1e-05	0.699365	1e-05	1e-05
AFR	1e-05	0.317598	1e-05	0.682362	1e-05	1e-05
AFR	1.4e-05	0.308488	1e-05	0.691468	1e-05	1e-05
AFR	1.5e-05	0.29217	1e-05	0.707785	1e-05	1e-05
AFR	1.3e-05	0.308346	1e-05	0.69161	1e-05	1e-05
AFR	1.2e-05	0.287759	1e-05	0.7122	1e-05	1e-05
AFR	1e-05	0.330653	1e-05	0.669307	1e-05	1e-05
AFR	1e-05	0.307534	1e-05	0.692426	1e-05	1e-05
AFR	1e-05	0.310234	1e-05	0.689726	1e-05	1e-05
AFR	1e-05	0.31287	1e-05	0.68709	1e-05	1e-05
AFR	1e-05	0.305598	1e-05	0.694362	1e-05	1e-05
AFR	1e-05	0.319585	1e-05	0.680375	1e-05	1e-05
AFR	1e-05	0.261024	1e-05	0.738936	1e-05	1e-05
AFR	1e-05	0.321258	1e-05	0.678702	1e-05	1e-05
AFR	1e-05	0.304025	1e-05	0.695935	1e-05	1e-05
AFR	1e-05	0.245197	1e-05	0.754763	1e-05	1e-05
AFR	1.6e-05	0.288385	1e-05	0.711569	1e-05	1e-05
AFR	1e-05	0.327196	1.2e-05	0.672762	1e-05	1e-05
AFR	1e-05	0.311621	1e-05	0.688339	1e-05	1e-05
AFR	1e-05	0.274085	1e-05	0.725875	1e-05	1e-05
AFR	1.5e-05	0.27302	1e-05	0.726935	1e-05	1e-05
AFR	1.6e-05	0.272597	1e-05	0.727357	1e-05	1e-05
AFR	1.2e-05	0.261319	1e-05	0.738638	1e-05	1e-05
AFR	1e-05	0.349644	1e-05	0.650316	1e-05	1e-05
AFR	1e-05	0.310682	1e-05	0.689278	1e-05	1e-05
AFR	1.3e-05	0.26854	1e-05	0.731417	1e-05	1e-05
AFR	1.3e-05	0.30136	1e-05	0.698597	1e-05	1e-05
AFR	1.3e-05	0.289439	1e-05	0.710518	1e-05	1e-05
AFR	1.4e-05	0.292633	1e-05	0.707323	1e-05	1e-05
AFR	1e-05	0.292584	1e-05	0.707376	1e-05	1e-05
AFR	1.1e-05	0.312865	1e-05	0.687094	1e-05	1e-05
AFR	1.3e-05	0.287844	1e-05	0.712113	1e-05	1e-05
AFR	1.5e-05	0.27219	1e-05	0.727765	1e-05	1e-05
AFR	1.4e-05	0.257137	1e-05	0.742819	1e-05	1e-05
AFR	1.3e-05	0.262495	1e-05	0.737462	1e-05	1e-05
AFR	1.5e-05	0.309587	1e-05	0.690368	1e-05	1e-05
AFR	1.6e-05	0.318573	1e-05	0.681381	1e-05	1e-05
AFR	1e-05	0.30707	1e-05	0.69289	1e-05	1e-05
AFR	1e-05	0.329289	1e-05	0.670671	1e-05	1e-05
AFR	1e-05	0.319131	1e-05	0.680829	1e-05	1e-05
AFR	1e-05	0.355944	1e-05	0.644016	1e-05	1e-05
AFR	1e-05	0.274997	1e-05	0.724963	1e-05	1e-05
AFR	1.5e-05	0.290367	1e-05	0.709588	1e-05	1e-05
AFR	0.013807	1e-05	0.03305	0.953113	1e-05	1e-05
AFR	0.01191	1e-05	0.030047	0.958013	1e-05	1e-05
AFR	0.011576	1e-05	0.035755	0.952639	1e-05	1e-05
AFR	0.015785	1e-05	0.017163	0.967022	1e-05	1e-05
AFR	0.00912	1e-05	0.031486	0.959364	1e-05	1e-05
AFR	0.02067	1e-05	0.048572	0.930728	1e-05	1e-05
AFR	0.016745	1e-05	0.045218	0.938007	1e-05	1e-05
AFR	0.016398	1e-05	0.033904	0.949668	1e-05	1e-05
AFR	0.013951	0.001627	0.022156	0.962247	1e-05	1e-05
AFR	0.005647	1e-05	0.033562	0.960761	1e-05	1e-05
AFR	0.007362	0.003827	0.042199	0.946592	1e-05	1e-05
AFR	0.011798	1e-05	0.027127	0.961045	1e-05	1e-05
AFR	0.00785	1e-05	0.034249	0.957238	0.000643	1e-05
AFR	0.016015	0.006526	0.047853	0.929586	1e-05	1e-05
AFR	0.012207	0.043541	0.030948	0.913284	1e-05	1e-05
AFR	0.0132	0.005581	0.055205	0.925993	1e-05	1e-05
AFR	0.005687	1e-05	0.036772	0.957511	1e-05	1e-05
AFR	0.013815	0.016646	0.028544	0.940975	1e-05	1e-05
AFR	0.017458	0.019033	0.030032	0.933456	1e-05	1e-05
AFR	0.013129	0.000618	0.042387	0.943846	1e-05	1e-05
AFR	0.0128	1e-05	0.024773	0.962396	1e-05	1e-05
AFR	0.007241	1e-05	0.035964	0.956765	1e-05	1e-05
AFR	0.008955	1e-05	0.038047	0.952968	1e-05	1e-05
AFR	0.005321	1e-05	0.031168	0.963481	1e-05	1e-05
AFR	0.012053	1e-05	0.035965	0.951952	1e-05	1e-05
AFR	0.013348	1e-05	0.028937	0.956894	0.000802	1e-05
AFR	0.009426	0.026813	0.027807	0.935934	1e-05	1e-05
AFR	0.015832	1e-05	0.032805	0.951333	1e-05	1e-05
AFR	0.008693	1e-05	0.041344	0.949934	1e-05	1e-05
AFR	0.010503	1e-05	0.019264	0.970203	1e-05	1e-05
AFR	0.008547	1e-05	0.034186	0.957237	1e-05	1e-05
AFR	0.009727	0.021481	0.033703	0.935069	1e-05	1e-05
AFR	0.009479	1e-05	0.031752	0.958739	1e-05	1e-05
AFR	0.018146	1e-05	0.03822	0.94024	0.003375	1e-05
AFR	0.013255	0.012498	0.035287	0.937554	0.001396	1e-05
AFR	0.000469	1e-05	0.022568	0.976933	1e-05	1e-05
AFR	0.015906	0.019729	0.040156	0.924188	1e-05	1e-05
AFR	0.008015	1e-05	0.038637	0.952672	0.000657	1e-05
AFR	0.008351	1e-05	0.021851	0.969768	1e-05	1e-05
AFR	0.008	1e-05	0.035998	0.955972	1e-05	1e-05
AFR	0.009434	1e-05	0.036766	0.95377	1e-05	1e-05
AFR	0.015893	0.002724	0.036328	0.945035	1e-05	1e-05
AFR	0.007461	1e-05	0.027998	0.964512	1e-05	1e-05
AFR	0.009924	0.006128	0.018554	0.965374	1e-05	1e-05
AFR	0.013856	1e-05	0.041303	0.943738	0.001083	1e-05
AFR	0.016685	1e-05	0.047993	0.935291	1e-05	1e-05
AFR	0.011242	0.008333	0.030869	0.949535	1e-05	1e-05
AFR	0.008419	1e-05	0.037394	0.954157	1e-05	1e-05
AFR	0.013144	0.016433	0.027564	0.942734	0.000115	1e-05
AFR	0.011789	1e-05	0.029468	0.958714	1e-05	1e-05
AFR	0.010177	1e-05	0.022901	0.966892	1e-05	1e-05
AFR	0.01177	1e-05	0.035262	0.952938	1e-05	1e-05
AFR	0.018539	0.001842	0.039304	0.940295	1e-05	1e-05
AFR	0.007168	1e-05	0.033273	0.959529	1e-05	1e-05
AFR	0.021549	1e-05	0.043706	0.934715	1e-05	1e-05
AFR	0.009287	0.031791	0.026109	0.932793	1e-05	1e-05
AFR	0.013399	1e-05	0.027618	0.958954	1e-05	1e-05
AFR	0.009062	0.012945	0.039178	0.938794	1e-05	1e-05
AFR	0.012712	1e-05	0.036467	0.950747	5.4e-05	1e-05
AFR	0.007912	1e-05	0.03625	0.955808	1e-05	1e-05
AFR	0.008762	1e-05	0.033797	0.957411	1e-05	1e-05
AFR	0.017052	1e-05	0.033333	0.94958	1.5e-05	1e-05
AFR	0.017215	0.023717	0.02336	0.935181	0.000517	1e-05
AFR	0.007169	1e-05	0.033527	0.959274	1e-05	1e-05
AFR	0.015191	1e-05	0.04298	0.941799	1e-05	1e-05
AFR	0.009177	0.00771	0.033133	0.949961	1e-05	1e-05
AFR	0.008319	0.006872	0.041692	0.943097	1e-05	1e-05
AFR	0.013062	0.014401	0.028509	0.944008	1e-05	1e-05
AFR	0.014246	0.034147	0.03068	0.920908	1e-05	1e-05
AFR	0.009819	1e-05	0.036397	0.953753	1e-05	1e-05
AFR	0.008069	0.001113	0.023632	0.967166	1e-05	1e-05
AFR	0.016651	0.01033	0.038778	0.934222	1e-05	1e-05
AFR	0.01446	1e-05	0.038217	0.947293	1e-05	1e-05
AFR	0.014776	1e-05	0.040023	0.94517	1e-05	1e-05
AFR	0.017894	0.001521	0.030971	0.949595	1e-05	1e-05
AFR	0.015518	0.004741	0.039302	0.940419	1e-05	1e-05
AFR	0.022063	1e-05	0.039265	0.938641	1e-05	1e-05
AFR	0.011216	1e-05	0.040386	0.948367	1e-05	1e-05
AFR	0.014355	0.023659	0.042431	0.919535	1e-05	1e-05
AFR	0.018904	0.034853	0.034947	0.911276	1e-05	1e-05
AMR	0.010196	0.016605	0.911767	0.005058	1e-05	0.056364
AMR	0.010208	0.021667	0.730749	0.017121	0.010087	0.210167
AMR	0.018527	0.024397	0.669099	0.032398	0.007845	0.247733
AMR	0.006935	0.030888	0.681029	0.018272	0.009228	0.253648
AMR	0.004374	0.045882	0.397827	0.012082	0.008911	0.530924
AMR	0.016667	0.026115	0.629092	0.025117	0.006896	0.296114
AMR	1e-05	0.040256	0.359378	0.007672	0.020559	0.572125
AMR	0.021426	0.015393	0.621172	0.012966	0.009537	0.319506
AMR	1e-05	0.05484	0.339853	0.016742	0.020706	0.567849
AMR	0.011808	0.04432	0.414835	0.014589	0.030109	0.484339
AMR	0.007757	0.012725	0.628535	0.01088	0.04572	0.294383
AMR	0.014559	0.044357	0.471909	0.006884	0.002064	0.460227
AMR	0.006911	0.036545	0.663527	0.001737	0.014106	0.277174
AMR	0.003609	0.057883	0.718118	0.019273	0.008112	0.193005
AMR	0.013084	0.015725	0.913352	0.019284	0.005823	0.032733
AMR	0.006023	0.032845	0.363822	0.016477	0.019453	0.561381
AMR	0.022697	0.022877	0.475872	0.00338	0.018102	0.457072
AMR	0.013626	0.007299	0.684307	0.006351	0.0233	0.265118
AMR	0.023885	0.037101	0.48621	0.009803	0.022055	0.420947
AFR	0.002014	0.330935	0.178895	0.488136	1e-05	1e-05
AFR	0.00916	0.327199	0.131952	0.505519	0.001554	0.024617
AFR	0.002337	0.319089	0.14978	0.523264	0.004999	0.000532
AFR	0.009346	0.365884	0.14506	0.474735	0.002202	0.002772
AFR	0.004755	0.246774	0.260869	0.467671	0.014398	0.005533
AFR	1e-05	0.375877	0.114553	0.502329	0.004967	0.002263
AFR	0.00738	0.372852	0.102436	0.505482	0.006204	0.005645
AFR	1e-05	0.275812	0.265942	0.45318	0.005046	1e-05
AMR	0.00557	0.05137	0.395708	0.005467	0.023025	0.51886
AMR	0.02002	0.025683	0.359959	0.013865	0.006244	0.574229
AMR	0.000347	0.059448	0.526137	0.004517	0.013831	0.395722
AMR	1e-05	0.020085	0.313402	0.03236	0.012378	0.621764
AMR	0.006678	0.027027	0.481523	0.02284	0.016573	0.445358
AMR	0.011673	0.06148	0.40955	0.025483	0.012374	0.47944
AMR	1e-05	0.012651	0.614631	0.032111	0.00772	0.332877
AMR	0.002062	0.005862	0.365851	0.007136	0.026294	0.592794
AMR	1e-05	1e-05	0.064854	1e-05	0.024791	0.910325
AMR	0.001693	1e-05	0.102741	0.001498	0.021151	0.872907
AMR	0.002263	1e-05	0.034665	1e-05	0.018331	0.944721
AMR	1e-05	1e-05	0.046914	1e-05	0.018782	0.934274
AMR	0.013739	0.011561	0.355209	0.006389	0.01015	0.602951
AMR	0.006259	0.007199	0.133063	0.010191	0.023165	0.820123
AMR	1e-05	0.005768	0.223089	0.021471	0.030524	0.719137
AMR	1e-05	1e-05	0.155878	0.003136	0.032887	0.808079
AMR	0.010996	0.02165	0.27128	0.013592	0.017702	0.66478
AMR	0.008216	0.022982	0.431612	0.009686	0.020127	0.507376
AMR	0.01554	0.033431	0.543731	0.005586	0.100163	0.301549
AMR	1e-05	0.017233	0.675303	0.022663	0.017273	0.267518
AMR	1e-05	0.008071	0.463027	0.022174	0.023369	0.483348
AMR	0.001642	0.033986	0.276401	0.018527	0.024774	0.644669
AMR	0.012581	0.063815	0.436746	0.00393	0.026997	0.45593
AMR	0.007957	5.4e-05	0.214345	0.0135	0.023979	0.740165
AMR	0.007669	0.016202	0.223737	0.004809	0.025135	0.722448
AMR	0.001962	0.040224	0.392644	0.022116	0.020309	0.522744
AMR	0.006605	0.034427	0.322744	0.029256	0.008364	0.598605
AMR	1e-05	0.035346	0.562607	0.021393	0.015982	0.364662
AMR	1e-05	0.034768	0.54161	0.022231	0.018356	0.383025
AMR	1e-05	0.041609	0.444301	0.009197	0.014325	0.490558
AMR	0.006918	0.031161	0.59003	1e-05	0.023208	0.348672
AMR	0.002306	0.035607	0.459576	0.022821	0.012593	0.467098
AMR	0.003797	0.058201	0.454872	0.038469	0.01749	0.427172
AMR	0.011554	0.04373	0.474272	0.03943	0.019647	0.411368
AMR	0.017031	0.012325	0.63135	0.034322	0.016327	0.288646
AMR	1e-05	0.032309	0.607279	0.009977	0.00141	0.349015
AMR	0.00739	0.03952	0.47973	0.028234	0.022179	0.422946
AMR	0.003099	0.006651	0.257525	0.006022	0.013386	0.713316
AMR	0.000805	0.035895	0.273245	0.015153	0.01025	0.664651
AMR	0.009153	0.033988	0.368439	0.009431	0.025106	0.553884
AMR	0.016734	0.00874	0.305659	0.03789	0.025498	0.605479
AMR	0.033717	0.050909	0.474302	0.019597	0.016496	0.404981
AMR	0.020321	0.031061	0.607082	0.032094	0.012266	0.297176
AMR	1e-05	0.037421	0.646548	0.00319	0.018386	0.294446
AMR	0.004393	0.044851	0.453891	0.019994	0.008074	0.468798
AFR	0.013866	0.272079	0.253504	0.448083	0.002184	0.010283
AFR	0.012717	0.295117	0.267527	0.416194	0.003239	0.005206
AFR	9.5e-05	0.323313	0.252192	0.423559	1e-05	0.000831
AFR	0.003827	0.277147	0.16045	0.546308	0.012258	1e-05
AFR	0.004902	0.339937	0.169595	0.4781	0.007457	1e-05
AFR	0.006191	0.387676	0.082658	0.512033	0.002231	0.009211
AFR	1e-05	0.321652	0.118726	0.553735	0.003489	0.002388
AFR	0.004764	0.366086	0.10172	0.503625	1e-05	0.023796
AFR	0.00228	0.352109	0.148261	0.478894	0.011381	0.007075
AFR	0.002306	0.265238	0.297884	0.430079	0.000553	0.00394
AFR	0.005757	0.384616	0.111106	0.495834	0.002677	1e-05
AFR	1e-05	0.391554	0.092786	0.508665	1e-05	0.006975
AFR	0.003058	0.379006	0.095957	0.521602	0.000366	1e-05
AFR	0.013058	0.226746	0.316335	0.338923	0.019694	0.085244
AFR	0.010823	0.262162	0.294767	0.424295	0.000334	0.007619
AFR	0.01423	0.242006	0.374725	0.364421	0.004608	1e-05
AFR	0.003403	0.335922	0.125717	0.526101	0.008847	1e-05
AFR	0.006849	0.300658	0.127614	0.558328	0.001678	0.004874
AFR	1e-05	0.288149	0.29651	0.398907	0.016415	1e-05
AFR	0.002393	0.384999	0.092273	0.515339	0.003576	0.00142
AFR	0.026022	0.106557	0.207303	0.191777	0.049008	0.419333
AFR	0.002131	0.307362	0.178214	0.50214	0.010142	1e-05
AFR	1e-05	0.200264	0.512671	0.287034	1.1e-05	1e-05
AFR	0.004226	0.272784	0.158431	0.559652	0.004898	1e-05
AFR	0.002668	0.309649	0.254336	0.412785	0.005147	0.015415
AFR	0.003562	0.346738	0.164386	0.475173	0.005875	0.004267
AFR	0.011841	0.297699	0.210875	0.477541	0.002033	1e-05
AFR	0.005601	0.472693	0.022284	0.498718	0.000694	1e-05
AFR	0.003652	0.295423	0.137415	0.554824	0.004805	0.00388
AFR	1e-05	0.326892	0.208454	0.445071	0.013503	0.006071
AFR	0.000394	0.365463	0.059486	0.556298	0.00979	0.008568
AFR	0.01054	0.183713	0.133659	0.234163	0.043243	0.394682
AFR	0.009464	1e-05	0.342635	1e-05	0.06215	0.58573
AFR	0.002522	0.272983	0.254129	0.43444	0.002288	0.033639
AFR	1e-05	0.285349	0.217371	0.487459	0.003541	0.006269
AFR	0.005144	0.255119	0.201582	0.528125	0.005326	0.004705
AFR	0.005599	0.355588	0.083965	0.515124	1e-05	0.039715
AFR	0.003869	0.307501	0.151041	0.527297	0.00738	0.002911
AFR	1e-05	0.21935	0.385679	0.373214	0.016345	0.005402
AFR	0.003256	0.349312	0.148925	0.4708	0.018414	0.009293
AFR	0.006363	0.357304	0.1516	0.476588	0.008135	1e-05
AFR	0.004255	0.225877	0.311947	0.44169	0.009573	0.006658
AFR	0.006542	0.343895	0.181571	0.46338	0.004602	1e-05
AFR	0.010229	0.346662	0.129277	0.513811	1e-05	1e-05
AFR	0.005419	0.347391	0.094623	0.540581	0.007874	0.004112
AFR	1e-05	0.32426	0.224984	0.438318	0.002072	0.010356
AFR	0.005912	0.279368	0.203179	0.473263	0.00686	0.031419
EUR	0.037227	0.000489	0.958053	0.004212	1e-05	1e-05
EUR	0.022751	1e-05	0.971862	0.005357	1e-05	1e-05
EUR	0.033633	0.005044	0.960991	0.000312	1e-05	1e-05
EUR	0.009675	1e-05	0.978022	0.012273	1e-05	1e-05
EUR	0.03596	0.002871	0.95861	0.002539	1e-05	1e-05
EUR	0.035895	0.004403	0.959672	1e-05	1e-05	1e-05
EUR	0.035161	0.005563	0.958525	0.000731	1e-05	1e-05
EUR	0.031169	1e-05	0.960423	0.008373	1.5e-05	1e-05
EUR	0.031179	0.003832	0.961773	0.003196	1e-05	1e-05
EUR	0.033734	0.006887	0.959347	1e-05	1.2e-05	1e-05
EUR	0.027522	0.003361	0.968375	0.000722	1e-05	1e-05
EUR	0.028005	0.009689	0.962276	1e-05	1e-05	1e-05
EUR	0.035506	1e-05	0.958438	0.006018	1.9e-05	1e-05
EUR	0.025654	0.004084	0.970231	1e-05	1e-05	1e-05
EUR	0.03415	0.003758	0.960987	0.001085	1e-05	1e-05
EUR	0.015502	0.008617	0.975851	1e-05	1e-05	1e-05
EUR	0.017887	0.00192	0.976442	0.003732	1e-05	1e-05
EUR	0.029168	1e-05	0.963378	0.007424	1e-05	1e-05
EUR	0.030373	0.005317	0.961563	0.002727	1e-05	1e-05
EUR	0.022181	0.000738	0.967569	0.009492	1e-05	1e-05
EUR	0.033195	1e-05	0.960932	0.005843	1e-05	1e-05
EUR	0.018341	0.00257	0.977004	0.002066	1e-05	1e-05
EUR	0.031434	1e-05	0.96093	0.007606	1e-05	1e-05
EUR	0.023968	0.000571	0.96968	0.005761	1e-05	1e-05
EUR	0.026483	1e-05	0.961917	0.01157	1e-05	1e-05
EUR	0.018819	0.002542	0.971716	0.006903	1e-05	1e-05
EUR	0.013618	0.007196	0.979156	1e-05	1e-05	1e-05
EUR	0.024282	1e-05	0.967492	0.008194	1.2e-05	1e-05
EUR	0.028633	1e-05	0.963898	0.007439	1e-05	1e-05
EUR	0.023437	0.006365	0.965565	0.004603	1.9e-05	1e-05
EUR	0.021437	0.007407	0.968383	0.002753	1e-05	1e-05
EUR	0.022571	1e-05	0.970901	0.006499	1e-05	1e-05
EUR	0.021148	0.005571	0.973251	1e-05	1e-05	1e-05
EUR	0.01374	1e-05	0.976035	0.010195	1e-05	1e-05
EUR	0.020857	0.00745	0.971663	1e-05	1e-05	1e-05
EUR	0.025016	0.006008	0.968937	1.9e-05	1e-05	1e-05
EUR	0.016004	1.6e-05	0.976013	0.007947	1e-05	1e-05
EUR	0.025921	0.004097	0.967199	0.002002	0.00077	1e-05
EUR	0.02964	1e-05	0.963153	0.007177	1e-05	1e-05
EUR	0.02686	0.005752	0.967351	1.6e-05	1e-05	1e-05
EUR	0.020647	1e-05	0.973364	0.005959	1e-05	1e-05
EUR	0.020621	0.008363	0.970681	0.000315	1e-05	1e-05
EUR	0.022878	1e-05	0.968696	0.008396	1e-05	1e-05
EUR	0.013771	0.00741	0.978786	1e-05	1.3e-05	1e-05
EUR	0.021328	0.009258	0.969383	1e-05	1e-05	1e-05
EUR	0.018164	1.1e-05	0.975437	0.006368	1e-05	1e-05
EUR	0.027744	1e-05	0.963015	0.009211	1e-05	1e-05
EUR	0.032974	0.005723	0.96094	0.000343	1e-05	1e-05
EUR	0.025735	1e-05	0.967853	0.006382	1e-05	1e-05
EUR	0.027621	0.002945	0.966833	0.002582	1e-05	1e-05
EUR	0.025424	1e-05	0.968042	0.006505	1e-05	1e-05
EUR	0.028458	0.002112	0.961649	0.007762	1e-05	1e-05
EUR	0.026505	0.006883	0.964333	0.002258	1e-05	1e-05
EUR	0.039785	0.003653	0.952563	0.003975	1.4e-05	1e-05
EUR	0.023421	1e-05	0.967381	0.009168	1e-05	1e-05
EUR	0.026566	0.002876	0.967192	0.003346	1e-05	1e-05
EUR	0.028225	1.5e-05	0.965942	0.005797	1e-05	1e-05
EUR	0.025915	0.001213	0.966617	0.006234	1e-05	1e-05
EUR	0.023752	0.003531	0.969965	0.002725	1.7e-05	1e-05
EUR	0.021825	0.003237	0.968968	0.005941	1.9e-05	1e-05
EUR	0.028013	0.009819	0.961732	0.000415	1e-05	1e-05
EUR	0.037481	0.006117	0.954292	0.002091	1e-05	1e-05
EUR	0.033743	1e-05	0.958059	0.008167	1e-05	1e-05
EUR	0.022642	1e-05	0.97012	0.007207	1e-05	1e-05
EUR	0.017691	0.007286	0.974994	1e-05	1e-05	1e-05
EUR	0.035574	0.002054	0.956149	0.006196	1.7e-05	1e-05
EUR	0.019191	1e-05	0.973775	0.007005	1e-05	1e-05
EUR	0.019482	0.006491	0.973991	1.6e-05	1e-05	1e-05
EUR	0.040961	1e-05	0.954204	0.004804	1e-05	1e-05
EUR	0.031072	0.008308	0.96059	1e-05	1e-05	1e-05
EUR	0.032976	0.001744	0.959862	0.005398	1e-05	1e-05
EUR	0.021472	0.005091	0.973407	1e-05	1e-05	1e-05
EUR	0.024527	1e-05	0.967604	0.007834	1.5e-05	1e-05
EUR	0.019586	0.005641	0.971193	0.00356	1e-05	1e-05
EUR	0.035768	0.001157	0.958043	0.005012	1e-05	1e-05
EUR	0.030892	1e-05	0.961819	0.007259	1e-05	1e-05
EUR	0.013766	0.006094	0.976847	0.003273	1e-05	1e-05
EUR	0.021943	0.004012	0.973858	0.000166	1e-05	1e-05
EUR	0.021727	1e-05	0.967079	0.011164	1e-05	1e-05
EUR	0.020247	0.001789	0.972616	0.005328	1e-05	1e-05
EUR	0.033816	0.007421	0.957353	0.00139	1e-05	1e-05
EUR	0.026311	0.005642	0.967684	0.000343	1e-05	1e-05
EUR	0.01965	1e-05	0.974029	0.006291	1e-05	1e-05
EUR	0.02439	0.006469	0.969107	1.4e-05	1e-05	1e-05
EUR	0.01659	5.8e-05	0.97445	0.008882	1e-05	1e-05
EUR	0.017129	0.004649	0.974161	0.004041	1e-05	1e-05
EUR	0.022291	0.007699	0.96998	1e-05	1e-05	1e-05
EUR	0.021542	0.006955	0.967439	0.004044	1e-05	1e-05
EUR	0.005384	0.006722	0.986352	0.001522	1e-05	1e-05
EUR	0.01982	0.001839	0.973125	0.005196	1e-05	1e-05
EUR	0.026376	0.006101	0.967493	1e-05	1e-05	1e-05
EUR	0.028851	0.00808	0.963039	1e-05	1e-05	1e-05
EUR	0.026176	0.006336	0.967458	1e-05	1e-05	1e-05
EUR	0.028698	0.003663	0.96506	0.002558	1e-05	1e-05
EUR	0.026291	0.007089	0.96659	1e-05	1e-05	1e-05
EUR	0.023837	0.006584	0.969549	1e-05	1e-05	1e-05
EUR	0.024863	0.000894	0.964707	0.009517	1e-05	1e-05
EUR	0.027183	7.9e-05	0.963471	0.009247	1e-05	1e-05
EUR	0.011683	0.008482	0.976284	0.003531	1e-05	1e-05
EUR	0.032618	1e-05	0.963399	0.003953	1e-05	1e-05
EUR	0.044232	1e-05	0.948224	0.007094	0.00043	1e-05
EUR	0.033555	0.004469	0.956201	0.005755	1e-05	1e-05
EUR	0.022818	1e-05	0.967573	0.00958	1e-05	1e-05
EUR	0.027364	1e-05	0.968292	0.004304	2e-05	1e-05
EUR	0.02788	0.002917	0.963677	0.005507	1e-05	1e-05
EUR	0.031363	0.002082	0.960699	0.005836	1e-05	1e-05
EUR	0.031511	0.00466	0.959392	0.004417	1e-05	1e-05
SAS	0.786081	1e-05	0.206484	1e-05	0.007405	1e-05
SAS	0.770914	1e-05	0.229046	1e-05	1e-05	1e-05
SAS	0.890208	1e-05	0.109752	1e-05	1e-05	1e-05
SAS	0.890899	1e-05	0.109061	1e-05	1e-05	1e-05
SAS	0.672624	1e-05	0.321372	1e-05	0.004713	0.001271
SAS	0.882061	1e-05	0.117899	1e-05	1e-05	1e-05
SAS	0.79227	1.1e-05	0.207688	1e-05	1e-05	1e-05
SAS	0.899652	1e-05	0.100308	1e-05	1e-05	1e-05
SAS	0.769902	1.1e-05	0.230057	1e-05	1e-05	1e-05
SAS	0.866502	1e-05	0.133458	1e-05	1e-05	1e-05
SAS	0.62411	1e-05	0.371642	1e-05	1e-05	0.004217
SAS	0.896327	1e-05	0.103633	1e-05	1e-05	1e-05
SAS	0.904748	1e-05	0.095212	1e-05	1e-05	1e-05
SAS	0.669955	1e-05	0.326631	1e-05	1e-05	0.003384
SAS	0.889582	1e-05	0.110378	1e-05	1e-05	1e-05
SAS	0.732372	1e-05	0.266105	1e-05	0.001336	0.000167
SAS	0.79649	1e-05	0.20347	1e-05	1e-05	1e-05
SAS	0.894304	1e-05	0.105656	1e-05	1e-05	1e-05
SAS	0.907642	1e-05	0.092318	1e-05	1e-05	1e-05
SAS	0.892308	1e-05	0.107652	1e-05	1e-05	1e-05
SAS	0.614901	1e-05	0.378015	1e-05	0.003205	0.00386
SAS	0.680785	1e-05	0.318331	1e-05	1e-05	0.000853
SAS	0.788515	1e-05	0.1941	1e-05	0.017355	1e-05
SAS	0.903596	1e-05	0.096364	1e-05	1e-05	1e-05
SAS	0.879655	1e-05	0.120305	1e-05	1e-05	1e-05
SAS	0.882988	1e-05	0.116972	1e-05	1e-05	1e-05
SAS	0.891088	1e-05	0.108872	1e-05	1e-05	1e-05
SAS	0.701225	1e-05	0.298735	1e-05	1e-05	1e-05
SAS	0.729815	1e-05	0.267749	1e-05	0.000703	0.001713
SAS	0.911679	1e-05	0.088281	1e-05	1e-05	1e-05
SAS	0.73685	1e-05	0.260642	1e-05	0.002478	1e-05
SAS	0.715741	1e-05	0.281807	1e-05	0.001696	0.000737
SAS	0.834627	1e-05	0.163993	1e-05	0.000378	0.000982
SAS	0.891402	1e-05	0.108558	1e-05	1e-05	1e-05
SAS	0.871706	1e-05	0.128254	1e-05	1e-05	1e-05
SAS	0.720001	1e-05	0.272339	1e-05	0.005913	0.001727
SAS	0.733101	1e-05	0.265291	1e-05	0.001501	8.7e-05
SAS	0.877816	1e-05	0.122144	1e-05	1e-05	1e-05
SAS	0.776762	1e-05	0.221931	1e-05	1e-05	0.001277
