region	group1	group2	group3	group4	group5
EAS	1e-05	1e-05	0.992878	1e-05	0.007092
EAS	1e-05	1e-05	0.99793	1e-05	0.00204
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.994335	1e-05	0.005635
EAS	1e-05	1e-05	0.99555	1e-05	0.00442
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.996954	1e-05	0.003016
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.997638	1e-05	0.002332
EAS	1e-05	1e-05	0.993836	1e-05	0.006134
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.995982	1e-05	0.003988
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.997484	1e-05	0.002486
EAS	1e-05	1e-05	0.988636	1e-05	0.011334
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99948	1e-05	0.00049
EAS	1e-05	1e-05	0.976452	1e-05	0.023518
EAS	1e-05	1e-05	0.978551	1e-05	0.021419
EAS	1e-05	0.000114	0.970025	1e-05	0.02984
EAS	1e-05	1e-05	0.979083	1e-05	0.020887
EAS	1e-05	1e-05	0.96666	1e-05	0.03331
EAS	1e-05	1e-05	0.973154	1e-05	0.026816
EAS	1e-05	1e-05	0.960947	1e-05	0.039023
EAS	1e-05	1e-05	0.96709	1e-05	0.03288
EAS	1e-05	1e-05	0.972758	1e-05	0.027212
EAS	1e-05	1e-05	0.962832	1e-05	0.037138
EAS	1e-05	0.00701	0.972185	1e-05	0.020784
EAS	1e-05	1e-05	0.986018	1e-05	0.013952
EAS	1e-05	1e-05	0.968255	1e-05	0.031715
EAS	1e-05	1e-05	0.974209	1e-05	0.025761
EAS	1e-05	1e-05	0.964102	1e-05	0.035868
EAS	1e-05	1e-05	0.975876	1e-05	0.024094
EAS	1e-05	1e-05	0.976443	1e-05	0.023527
EAS	1e-05	0.00215	0.990513	1e-05	0.007316
EAS	1e-05	1e-05	0.986142	1e-05	0.013828
EAS	1e-05	0.001041	0.969369	1e-05	0.02957
EAS	1e-05	1e-05	0.975126	1e-05	0.024844
EAS	1e-05	1e-05	0.983013	1e-05	0.016957
EAS	1e-05	1e-05	0.972936	1e-05	0.027034
EAS	1e-05	1e-05	0.983495	1e-05	0.016475
EAS	1e-05	1e-05	0.965317	1e-05	0.034653
EAS	1e-05	0.003374	0.969752	1e-05	0.026854
EAS	1e-05	1e-05	0.974564	1e-05	0.025406
EAS	1e-05	0.000362	0.982182	1e-05	0.017436
EAS	1e-05	1.3e-05	0.981559	1e-05	0.018408
EAS	1e-05	1e-05	0.96762	1e-05	0.03235
EAS	1e-05	1e-05	0.974876	1e-05	0.025094
EAS	1e-05	0.003877	0.977938	1e-05	0.018165
EAS	1e-05	1e-05	0.964983	1e-05	0.034987
EAS	1e-05	0.003983	0.966967	1e-05	0.02903
AFR	0.834948	0.148663	0.006387	1e-05	0.009992
AFR	0.547576	0.068349	0.053924	0.000854	0.329297
AFR	0.96184	0.037327	1e-05	1e-05	0.000813
AFR	0.856064	0.13407	0.000844	1e-05	0.009013
AFR	0.940179	0.059133	1e-05	1e-05	0.000668
AFR	0.883403	0.115626	1e-05	1e-05	0.000951
AFR	0.966206	0.032681	0.001093	1e-05	1e-05
AFR	0.870452	0.126245	0.001533	1e-05	0.00176
AMR	0.062927	0.224021	0.008002	0.700639	0.00441
AMR	0.117849	0.312302	0.009845	0.556724	0.00328
AFR	0.916589	0.082048	0.001343	1e-05	1e-05
AFR	0.965204	0.028953	0.003074	1e-05	0.002759
AFR	0.898413	0.097253	1e-05	1e-05	0.004314
AFR	0.844092	0.147023	0.000348	0.004035	0.004502
AFR	0.922319	0.067281	0.003231	1e-05	0.007159
AMR	0.009519	0.142675	0.004998	0.840987	0.001822
AMR	1e-05	0.225234	0.004877	0.753514	0.016366
AMR	1e-05	0.026294	1e-05	0.973676	1e-05
AMR	1e-05	0.237178	0.019594	0.743208	1e-05
AMR	1e-05	0.06261	0.013976	0.923394	1e-05
AMR	0.112373	0.146314	0.081668	0.655043	0.004601
AMR	1e-05	1e-05	0.012869	0.987101	1e-05
AMR	1e-05	0.066174	0.002635	0.931171	1e-05
AMR	1e-05	0.212669	1e-05	0.782987	0.004324
AMR	0.093279	0.236007	0.059917	0.610786	1e-05
AMR	0.004165	0.268306	0.010006	0.71542	0.002103
AMR	0.036176	0.305172	0.008208	0.639497	0.010947
AMR	1e-05	0.005885	0.008394	0.9857	1e-05
AMR	0.008689	0.231147	0.003721	0.756432	1e-05
AMR	0.057509	0.124046	0.018643	0.799264	0.000538
AMR	0.001713	0.158337	0.004039	0.820567	0.015344
AMR	0.00654	0.097002	0.400603	0.493504	0.002351
AMR	0.004123	0.225544	0.01169	0.758049	0.000594
AMR	0.028939	0.350241	0.019828	0.593037	0.007955
AMR	0.175425	0.116312	0.071711	0.619694	0.016858
AMR	0.054765	0.099186	0.017213	0.828827	1e-05
AMR	0.015285	0.009656	0.009758	0.94357	0.021731
AMR	0.006336	0.107464	0.01298	0.870245	0.002975
AMR	1e-05	0.093783	0.009764	0.890805	0.005638
AFR	0.920217	0.079752	1.1e-05	1e-05	1e-05
AFR	0.853976	0.136146	0.006802	9.1e-05	0.002985
AMR	1e-05	0.006745	1e-05	0.993225	1e-05
AMR	0.081725	0.316128	0.019353	0.575334	0.00746
AMR	0.008747	0.356752	0.011757	0.622735	1e-05
AMR	2e-05	0.036996	0.0239	0.939074	1e-05
AMR	0.002915	0.339604	0.020834	0.630604	0.006043
AMR	0.163072	0.276359	0.017119	0.54344	1e-05
AMR	0.031453	0.164421	0.019915	0.784202	1e-05
AMR	1e-05	0.039911	0.013564	0.946505	1e-05
AMR	0.007679	0.321137	0.012696	0.656922	0.001566
AMR	1e-05	0.217578	0.000807	0.779993	0.001612
AMR	0.010695	0.289275	0.006667	0.685211	0.008153
AMR	0.031295	0.238843	0.008025	0.70655	0.015287
AMR	0.001048	0.21588	0.016304	0.759345	0.007423
AMR	0.000678	0.305897	0.011202	0.678063	0.00416
AFR	0.919615	0.078464	0.000472	1e-05	0.001439
AFR	0.867728	0.132242	1e-05	1e-05	1e-05
AFR	0.558947	0.43868	1e-05	1e-05	0.002354
AFR	0.842744	0.153709	0.001533	1e-05	0.002004
AFR	0.91826	0.075945	0.005776	1e-05	1e-05
AMR	0.020416	0.247286	0.015727	0.716562	1e-05
AMR	1e-05	0.099754	0.015051	0.885175	1e-05
AMR	1e-05	0.114767	0.013474	0.866598	0.005151
AMR	1e-05	0.218032	0.015206	0.759897	0.006855
AMR	0.007008	0.180444	0.012596	0.799942	1e-05
AMR	0.392872	0.299543	0.000703	0.306872	1e-05
AMR	0.008536	0.15684	0.012956	0.8192	0.002468
AFR	0.848102	0.150723	0.001154	1e-05	1e-05
AFR	0.839816	0.158542	1e-05	0.001622	1e-05
AFR	0.922711	0.077259	1e-05	1e-05	1e-05
AFR	0.966414	0.028409	0.001055	1e-05	0.004112
AFR	0.873925	0.122617	1e-05	1e-05	0.003438
EAS	1e-05	0.003366	0.881878	1e-05	0.114736
EAS	0.001581	0.003305	0.957746	1e-05	0.037359
EAS	1e-05	0.007053	0.977789	1e-05	0.015138
EAS	1e-05	1e-05	0.970426	1e-05	0.029544
EAS	1e-05	1e-05	0.975052	1e-05	0.024918
EAS	1e-05	1e-05	0.988178	1e-05	0.011792
EAS	1e-05	1e-05	0.992513	1e-05	0.007457
EAS	1e-05	1e-05	0.978232	1e-05	0.021738
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	0.000593	0.988261	1e-05	0.011125
EAS	1e-05	0.00196	0.989988	1e-05	0.008032
EAS	1e-05	0.001532	0.970931	1e-05	0.027517
EAS	1e-05	1e-05	0.974137	1e-05	0.025833
EAS	1e-05	1e-05	0.972171	1e-05	0.027799
EAS	1e-05	0.000558	0.970215	1e-05	0.029207
EAS	1e-05	1e-05	0.968893	1e-05	0.031077
EAS	1e-05	1e-05	0.980984	1e-05	0.018986
AFR	0.973272	0.024759	0.001949	1e-05	1e-05
AFR	0.968922	0.031048	1e-05	1e-05	1e-05
AFR	0.930157	0.0665	0.002835	1e-05	0.000499
AFR	0.871478	0.126236	0.002266	1e-05	1e-05
EAS	1e-05	1e-05	0.964893	1e-05	0.035077
EAS	7.2e-05	0.003112	0.932523	1e-05	0.064283
EAS	1e-05	1e-05	0.97739	1e-05	0.02258
EAS	1e-05	1e-05	0.965232	1e-05	0.034738
EAS	1e-05	1e-05	0.978968	1e-05	0.021002
EAS	1e-05	0.000119	0.965377	1e-05	0.034483
EAS	1e-05	0.001795	0.961839	1e-05	0.036346
EAS	1e-05	0.005851	0.969498	1e-05	0.024631
EAS	1e-05	0.000321	0.961843	1e-05	0.037816
EAS	1e-05	0.000972	0.98502	1e-05	0.013989
EAS	1e-05	1.3e-05	0.966971	1e-05	0.032995
EAS	1e-05	1e-05	0.985428	1e-05	0.014542
EAS	1e-05	1e-05	0.985631	1e-05	0.014339
EAS	1e-05	1e-05	0.981676	1e-05	0.018294
EAS	1e-05	1e-05	0.979062	1e-05	0.020908
EAS	1e-05	1e-05	0.986667	1e-05	0.013303
EAS	1e-05	1e-05	0.971324	1e-05	0.028646
EAS	1e-05	1e-05	0.970475	1e-05	0.029495
EAS	1e-05	1e-05	0.964923	1e-05	0.035047
EAS	1e-05	1e-05	0.975893	1e-05	0.024076
EAS	1e-05	0.000898	0.981987	1e-05	0.017094
AMR	0.014533	0.329437	0.007134	0.641501	0.007396
AMR	0.125815	0.309541	0.007391	0.550319	0.006933
AFR	0.93353	0.06644	1e-05	1e-05	1e-05
AMR	0.010877	0.153513	0.016216	0.817394	0.002001
AMR	1e-05	0.108767	0.012575	0.878638	1e-05
AMR	1e-05	0.059835	0.01883	0.921315	1e-05
AFR	0.963144	0.033288	1e-05	1e-05	0.003549
AFR	0.829119	0.164879	0.003923	1e-05	0.00207
AFR	0.922392	0.075501	0.002088	1e-05	1e-05
EAS	1e-05	0.004774	0.976306	1e-05	0.018899
EAS	1e-05	0.000695	0.964436	1e-05	0.034849
EAS	1e-05	0.000203	0.973148	1e-05	0.02663
EAS	1e-05	1e-05	0.986105	1e-05	0.013865
EAS	1e-05	1e-05	0.985423	1e-05	0.014547
EAS	1e-05	0.002301	0.968865	1e-05	0.028814
EAS	1e-05	1e-05	0.971036	1e-05	0.028934
EAS	1e-05	0.003146	0.89292	1e-05	0.103915
EAS	1e-05	1e-05	0.972783	1e-05	0.027187
EAS	1e-05	1e-05	0.972373	1e-05	0.027597
EAS	1e-05	1e-05	0.957433	1e-05	0.042537
EAS	1e-05	1e-05	0.980319	1e-05	0.019651
EAS	1e-05	1e-05	0.97409	1e-05	0.02588
EAS	1e-05	1e-05	0.978319	1e-05	0.021651
EAS	1e-05	0.002031	0.975093	1e-05	0.022855
EAS	1e-05	1e-05	0.967693	1e-05	0.032277
EAS	1e-05	0.083629	0.883341	1e-05	0.03301
AFR	0.813626	0.16986	0.003269	1e-05	0.013235
AFR	0.933447	0.066523	1e-05	1e-05	1e-05
AMR	1e-05	0.125281	0.00627	0.868429	1e-05
AMR	1e-05	0.091707	0.007442	0.900831	1e-05
AMR	1e-05	0.053103	0.001366	0.94551	1e-05
EAS	1e-05	1e-05	0.98532	1e-05	0.01465
EAS	1e-05	1e-05	0.991887	1e-05	0.008083
EAS	1e-05	1e-05	0.987534	1e-05	0.012436
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.999236	1e-05	0.000734
EAS	1e-05	1e-05	0.993325	1e-05	0.006645
EAS	1e-05	1e-05	0.985618	1e-05	0.014352
EAS	1e-05	1e-05	0.98209	1e-05	0.01788
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.989362	1e-05	0.010608
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.991025	1e-05	0.008945
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.9999	1e-05	7e-05
EAS	1e-05	1e-05	0.990319	1e-05	0.009651
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.996469	1e-05	0.003501
EUR	1e-05	0.99996	1e-05	1e-05	1e-05
EUR	0.012188	0.987782	1e-05	1e-05	1e-05
EUR	0.008745	0.973913	1e-05	1e-05	0.017322
EUR	0.01397	0.986	1e-05	1e-05	1e-05
EUR	0.012974	0.985627	1e-05	1e-05	0.001379
EUR	0.006849	0.993121	1e-05	1e-05	1e-05
EUR	0.006625	0.990908	1e-05	1e-05	0.002448
EUR	0.007975	0.990813	1e-05	1e-05	0.001192
EUR	0.022124	0.977846	1e-05	1e-05	1e-05
EUR	0.02558	0.97439	1e-05	1e-05	1e-05
EUR	0.017554	0.974805	1e-05	1e-05	0.00762
EUR	0.017757	0.979387	1e-05	1e-05	0.002837
EUR	0.02257	0.9774	1e-05	1e-05	1e-05
EUR	0.024463	0.924092	1e-05	1e-05	0.051425
EAS	1e-05	1e-05	0.99382	1e-05	0.00615
AMR	0.018048	0.327871	0.019803	0.633122	0.001155
AMR	0.008469	0.445543	0.002193	0.534361	0.009434
AFR	0.925878	0.067202	0.00546	1e-05	0.00145
AFR	0.778802	0.196066	0.001925	0.023197	1e-05
AMR	1e-05	0.02582	0.016473	0.957687	1e-05
AMR	0.001429	0.173741	0.018918	0.804911	0.001001
AMR	1e-05	0.217589	0.015883	0.766508	1e-05
AMR	1e-05	0.070006	1e-05	0.92611	0.003864
AMR	1e-05	0.066072	0.021352	0.912556	1e-05
AMR	1e-05	0.027383	0.016975	0.955551	8.1e-05
AMR	1e-05	1e-05	1e-05	0.99996	1e-05
AMR	0.249096	0.147792	0.011817	0.581371	0.009925
AMR	1e-05	0.050919	0.006329	0.942732	1e-05
AMR	1e-05	0.307796	0.010807	0.667214	0.014173
AMR	0.00521	0.096345	0.007867	0.886607	0.003971
AFR	0.95878	0.039649	0.001551	1e-05	1e-05
AFR	0.799671	0.196583	1.3e-05	1e-05	0.003723
AFR	0.789669	0.200456	0.004038	1e-05	0.005827
AFR	0.839888	0.155034	0.001742	1e-05	0.003325
AMR	0.01108	0.204965	0.012696	0.769929	0.00133
AMR	0.006915	0.243855	0.010538	0.730854	0.007838
AMR	1e-05	0.028859	0.012006	0.959115	1e-05
AMR	1e-05	0.144509	0.006332	0.849139	1e-05
AMR	1e-05	0.140052	0.013861	0.846067	1e-05
AMR	0.001517	0.179152	1e-05	0.814087	0.005233
AMR	0.012544	0.385666	0.017692	0.584089	1e-05
AMR	0.051996	0.169385	0.033603	0.743948	0.001068
AFR	0.936736	0.052414	0.002818	1e-05	0.008022
AFR	0.889131	0.110839	1e-05	1e-05	1e-05
AFR	0.895387	0.100566	1e-05	1e-05	0.004028
AMR	0.003764	0.378768	0.009237	0.594396	0.013834
AFR	0.930075	0.068803	1.1e-05	1e-05	0.001101
AFR	0.869184	0.124858	1e-05	1e-05	0.005938
AFR	0.939815	0.057225	0.001382	1e-05	0.001569
AFR	0.948586	0.040869	0.004202	1e-05	0.006334
AFR	0.871493	0.122481	1e-05	1e-05	0.006006
AFR	0.929108	0.070862	1e-05	1e-05	1e-05
AFR	0.967617	0.021202	0.006897	1e-05	0.004273
AFR	0.89067	0.106149	1e-05	1e-05	0.003161
AFR	0.901419	0.098551	1e-05	1e-05	1e-05
AFR	0.758155	0.237718	0.00081	1e-05	0.003308
AFR	0.880268	0.1185	0.000602	1e-05	0.000619
AFR	0.97783	0.02214	1e-05	1e-05	1e-05
AFR	0.777964	0.222006	1e-05	1e-05	1e-05
AMR	0.07592	0.366819	0.122919	0.423465	0.010877
AMR	0.005159	0.156808	0.004202	0.817943	0.015888
EAS	1e-05	1e-05	0.983687	1e-05	0.016283
EAS	1e-05	1e-05	0.994081	1e-05	0.005889
EAS	1e-05	1e-05	0.998557	1e-05	0.001413
EAS	1e-05	1e-05	0.995765	1e-05	0.004205
EAS	1e-05	1e-05	0.995759	1e-05	0.004211
EAS	1e-05	1e-05	0.992822	1e-05	0.007148
EAS	1e-05	1e-05	0.997102	1e-05	0.002868
EAS	1e-05	1e-05	0.995854	1e-05	0.004116
EAS	1e-05	1e-05	0.997142	1e-05	0.002828
EAS	1e-05	1e-05	0.993824	1e-05	0.006146
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.989428	1e-05	0.010542
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.994607	1e-05	0.005363
EAS	1e-05	1e-05	0.990012	1e-05	0.009958
EAS	1e-05	1e-05	0.99875	1e-05	0.00122
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.981066	1e-05	0.018904
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.989832	1e-05	0.010138
EAS	1e-05	1e-05	0.999311	1e-05	0.000659
EAS	1e-05	1e-05	0.997172	1e-05	0.002798
EAS	1e-05	1e-05	0.992175	1e-05	0.007795
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.988445	1e-05	0.011525
EAS	1e-05	1e-05	0.984505	1e-05	0.015465
EAS	1e-05	1e-05	0.989108	1e-05	0.010862
EAS	1e-05	1e-05	0.99996	1e-05	1e-05
EAS	1e-05	1e-05	0.999585	1e-05	0.000385
EAS	1e-05	1e-05	0.995736	1e-05	0.004234
EAS	1e-05	1e-05	0.990739	1e-05	0.009231
EAS	1e-05	1e-05	0.995854	1e-05	0.004116
EAS	1e-05	1e-05	0.994628	1e-05	0.005342
EAS	1e-05	1e-05	0.996304	1e-05	0.003666
AFR	0.931025	0.061094	0.00786	1e-05	1e-05
AFR	0.5785	0.42147	1e-05	1e-05	1e-05
AMR	0.052934	0.376594	0.005327	0.55651	0.008635
AFR	0.90974	0.084	0.001162	1e-05	0.005088
AFR	0.878107	0.105109	0.007625	1e-05	0.009149
AFR	0.939087	0.057097	0.003795	1e-05	1e-05
AFR	0.977451	0.020791	0.000667	1e-05	0.001081
AFR	0.82867	0.1713	1e-05	1e-05	1e-05
AFR	0.942181	0.05562	0.000423	1e-05	0.001765
AFR	0.915229	0.084741	1e-05	1e-05	1e-05
AFR	0.852639	0.134754	0.001292	1e-05	0.011304
AFR	0.986197	0.013773	1e-05	1e-05	1e-05
AFR	0.95508	0.04489	1e-05	1e-05	1e-05
AFR	0.998948	0.001022	1e-05	1e-05	1e-05
AFR	0.991005	0.008961	1.4e-05	1e-05	1e-05
AFR	0.929472	0.070498	1e-05	1e-05	1e-05
AFR	0.926753	0.072697	0.00053	1e-05	1e-05
AFR	0.837264	0.154594	0.002124	1e-05	0.006008
AFR	0.867088	0.132882	1e-05	1e-05	1e-05
AFR	0.902004	0.097429	0.000546	1e-05	1e-05
AFR	0.905213	0.080735	0.014032	1e-05	1e-05
AFR	0.895283	0.104687	1e-05	1e-05	1e-05
AFR	0.741734	0.25643	1e-05	1e-05	0.001816
AFR	0.872489	0.118068	0.004072	1e-05	0.005361
SAS	1e-05	0.32927	0.00291	1e-05	0.667799
SAS	1e-05	0.254823	0.003917	0.001595	0.739655
SAS	0.008025	0.28948	1e-05	1e-05	0.702475
SAS	1e-05	0.334796	0.004985	0.006047	0.654162
AFR	0.918418	0.079912	0.001222	1e-05	0.000439
AFR	0.944942	0.050296	1e-05	0.004741	1e-05
AFR	0.786201	0.209452	0.001297	1e-05	0.003041
AFR	0.817314	0.174443	0.008223	1e-05	1e-05
AFR	0.900747	0.095611	0.001748	1e-05	0.001884
AFR	0.923264	0.066979	0.009737	1e-05	1e-05
AFR	0.937069	0.051334	0.011577	1e-05	1e-05
EAS	1e-05	1e-05	0.971976	1e-05	0.027994
EAS	1e-05	1e-05	0.992064	1e-05	0.007906
EAS	1e-05	1e-05	0.970035	1e-05	0.029935
EAS	1e-05	1e-05	0.967977	1e-05	0.031993
EAS	1e-05	1e-05	0.98389	1e-05	0.01608
EAS	1e-05	0.00068	0.983123	1e-05	0.016177
AFR	0.814114	0.185856	1e-05	1e-05	1e-05
AFR	0.946614	0.052615	1e-05	1e-05	0.000751
AFR	0.811458	0.18292	1e-05	1e-05	0.005602
AFR	0.910774	0.080007	0.000799	1e-05	0.008409
AFR	0.921022	0.06879	0.000243	0.003748	0.006198
AFR	0.962238	0.033656	1e-05	1e-05	0.004086
AFR	0.88451	0.109232	0.006143	1e-05	0.000104
AFR	0.892707	0.100241	1e-05	1e-05	0.007032
AFR	0.934199	0.055492	0.003004	1e-05	0.007295
AFR	0.903297	0.091943	0.004732	1.8e-05	1e-05
AFR	0.966677	0.033293	1e-05	1e-05	1e-05
AFR	0.985451	0.014101	1e-05	1e-05	0.000427
AFR	0.976111	0.023859	1e-05	1e-05	1e-05
AFR	0.988049	0.011921	1e-05	1e-05	1e-05
AFR	0.98761	0.01236	1e-05	1e-05	1e-05
AFR	0.97416	0.02581	1e-05	1e-05	1e-05
AFR	0.957967	0.042003	1e-05	1e-05	1e-05
AFR	0.792381	0.207589	1e-05	1e-05	1e-05
AFR	0.853669	0.141992	0.004319	1e-05	1e-05
AFR	0.983396	0.016574	1e-05	1e-05	1e-05
AFR	0.989479	0.010491	1e-05	1e-05	1e-05
AFR	0.99112	0.00885	1e-05	1e-05	1e-05
AFR	0.982924	0.017046	1e-05	1e-05	1e-05
AFR	0.984008	0.015962	1e-05	1e-05	1e-05
AFR	0.98157	0.0184	1e-05	1e-05	1e-05
AFR	0.982114	0.017856	1e-05	1e-05	1e-05
AFR	0.98401	0.01596	1e-05	1e-05	1e-05
SAS	1e-05	0.334957	1e-05	1e-05	0.665013
SAS	1e-05	0.180859	0.02008	1e-05	0.799041
SAS	1e-05	0.202311	0.011175	1e-05	0.786494
SAS	1e-05	0.281136	0.00203	1e-05	0.716815
SAS	1e-05	0.325899	0.004128	0.005469	0.664494
AFR	0.984068	0.015902	1e-05	1e-05	1e-05
AFR	0.989513	0.010457	1e-05	1e-05	1e-05
AFR	0.957791	0.042179	1e-05	1e-05	1e-05
AFR	0.950313	0.049657	1e-05	1e-05	1e-05
AFR	0.988767	0.011203	1e-05	1e-05	1e-05
AFR	0.990661	0.00909	1e-05	1e-05	0.000229
AFR	0.993008	0.006962	1e-05	1e-05	1e-05
AFR	0.992815	0.007155	1e-05	1e-05	1e-05
AFR	0.994473	0.00532	1e-05	1e-05	0.000187
AFR	0.989099	0.01087	1.1e-05	1e-05	1e-05
AFR	0.972786	0.027184	1e-05	1e-05	1e-05
AFR	0.980309	0.019661	1e-05	1e-05	1e-05
AFR	0.983186	0.016784	1e-05	1e-05	1e-05
AFR	0.974867	0.025103	1e-05	1e-05	1e-05
AFR	0.985498	0.012259	1e-05	1e-05	0.002222
AFR	0.988314	0.011656	1e-05	1e-05	1e-05
SAS	1e-05	0.36164	1e-05	0.009658	0.628682
SAS	1e-05	0.369103	1e-05	0.004571	0.626305
SAS	1e-05	0.276786	0.012621	1e-05	0.710573
SAS	1e-05	0.289614	0.002729	0.004439	0.703208
SAS	1e-05	0.352849	1e-05	0.00346	0.643671
SAS	1e-05	0.370685	1e-05	0.002061	0.627233
SAS	1e-05	0.225143	0.019148	0.000295	0.755404
SAS	1e-05	0.237599	0.01215	0.007717	0.742524
SAS	1e-05	0.267307	0.007529	0.000288	0.724866
SAS	1e-05	0.257409	0.009629	0.004586	0.728366
AFR	0.991131	0.008839	1e-05	1e-05	1e-05
AFR	0.981172	0.018798	1e-05	1e-05	1e-05
AFR	0.985548	0.014422	1e-05	1e-05	1e-05
AFR	0.965134	0.034836	1e-05	1e-05	1e-05
AFR	0.972737	0.027233	1e-05	1e-05	1e-05
AFR	0.988226	0.011744	1e-05	1e-05	1e-05
SAS	1e-05	0.34161	1e-05	1e-05	0.65836
SAS	1e-05	0.339121	1e-05	0.001774	0.659085
SAS	1e-05	0.151465	0.014328	1e-05	0.834188
SAS	1e-05	0.135231	0.009394	1e-05	0.855356
SAS	1e-05	0.089202	0.006946	1e-05	0.903832
SAS	1e-05	0.126735	0.024858	1e-05	0.848387
SAS	1e-05	0.345876	1e-05	1e-05	0.654094
SAS	1e-05	0.344684	1e-05	1e-05	0.655286
SAS	1e-05	0.375549	1e-05	1e-05	0.624421
SAS	1e-05	0.237627	0.01875	0.001742	0.741871
SAS	1e-05	0.319729	1e-05	0.005223	0.675028
SAS	1e-05	0.338245	1e-05	0.003769	0.657966
SAS	1e-05	0.316165	0.002799	0.003443	0.677583
AFR	0.965294	0.029274	0.000481	1e-05	0.004941
AFR	0.990301	0.009669	1e-05	1e-05	1e-05
AFR	0.986115	0.013855	1e-05	1e-05	1e-05
AFR	0.990119	0.009851	1e-05	1e-05	1e-05
AFR	0.979735	0.020235	1e-05	1e-05	1e-05
AFR	0.984641	0.015329	1e-05	1e-05	1e-05
SAS	1e-05	0.094927	0.03122	1e-05	0.873833
SAS	1e-05	0.093925	0.028388	1e-05	0.877667
SAS	1e-05	0.099011	0.02428	1e-05	0.876689
SAS	1e-05	0.086254	0.03321	1e-05	0.880516
SAS	1e-05	0.234428	0.008105	1e-05	0.757447
SAS	1e-05	0.271372	1e-05	0.002179	0.72643
SAS	1e-05	0.327183	0.013797	0.004747	0.654263
SAS	1e-05	0.325009	0.008901	0.005514	0.660566
SAS	1e-05	0.330882	0.003717	0.001102	0.664289
AFR	0.989716	0.010254	1e-05	1e-05	1e-05
AFR	0.985152	0.014818	1e-05	1e-05	1e-05
AFR	0.982947	0.017023	1e-05	1e-05	1e-05
AFR	0.976672	0.023298	1e-05	1e-05	1e-05
AFR	0.979554	0.020416	1e-05	1e-05	1e-05
AFR	0.986655	0.013315	1e-05	1e-05	1e-05
AFR	0.991097	0.008873	1e-05	1e-05	1e-05
AFR	0.983676	0.016294	1e-05	1e-05	1e-05
AFR	0.992843	0.007127	1e-05	1e-05	1e-05
AFR	0.99172	0.00825	1e-05	1e-05	1e-05
SAS	1e-05	0.177012	0.02541	1e-05	0.797558
SAS	1e-05	0.117708	0.027529	1e-05	0.854743
SAS	1e-05	0.105066	0.02506	1e-05	0.869854
SAS	1e-05	0.121659	0.018665	1e-05	0.859655
SAS	1e-05	0.102821	0.024501	1e-05	0.872658
SAS	1e-05	0.117238	0.014613	1e-05	0.868129
SAS	1e-05	0.080787	0.015994	1e-05	0.903198
SAS	1e-05	0.100127	0.021432	1e-05	0.878421
SAS	1e-05	0.111682	0.029446	1e-05	0.858852
SAS	1e-05	0.105715	0.029763	1e-05	0.864502
SAS	1e-05	0.095132	0.021914	1e-05	0.882934
SAS	1e-05	0.086512	0.01846	1e-05	0.895008
AFR	0.990266	0.009704	1e-05	1e-05	1e-05
AFR	0.982191	0.017779	1e-05	1e-05	1e-05
AFR	0.996361	0.003609	1e-05	1e-05	1e-05
AFR	0.995412	0.004558	1e-05	1e-05	1e-05
AFR	0.970637	0.029333	1e-05	1e-05	1e-05
AFR	0.980671	0.019299	1e-05	1e-05	1e-05
AFR	0.923454	0.076516	1e-05	1e-05	1e-05
AFR	0.988704	0.011266	1e-05	1e-05	1e-05
AFR	0.988866	0.011104	1e-05	1e-05	1e-05
AFR	0.988409	0.010349	1e-05	1e-05	0.001222
AFR	0.979464	0.020506	1e-05	1e-05	1e-05
AFR	0.974271	0.025699	1e-05	1e-05	1e-05
