PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	tag	run_clean
0.0351	0.0069	-0.0013	-5e-4	-0.0014	1e-4	-1e-4	0.0621	-0.0329	-0.003	AFR	1318_rand_intrain
0.0349	0.0067	-0.001	1e-4	-0.0016	1e-4	2e-4	0.0596	-0.0336	-0.0037	AFR	1318_rand_intrain
0.0348	0.0065	-9e-4	-1e-4	-3e-4	0.0014	9e-4	0.0639	-0.0321	-0.0039	AFR	1318_rand_intrain
0.0353	0.0071	-9e-4	0	-0.0015	-2e-4	8e-4	0.0692	-0.038	0.0043	AFR	1318_rand_intrain
0.035	0.0066	-0.0013	1e-4	-6e-4	2e-4	8e-4	0.0644	-0.0347	0.0059	AFR	1318_rand_intrain
0.0345	0.0065	-0.0011	5e-4	-0.0011	0	0.0013	0.0555	-0.0244	0.0026	AFR	1318_rand_intrain
0.0349	0.0067	-0.0011	8e-4	-0.001	-7e-4	-0.0012	0.0576	-0.024	-0.0092	AFR	1318_rand_intrain
0.035	0.0069	-0.0013	4e-4	-0.0013	-4e-4	8e-4	0.0742	-0.0374	-0.0027	AFR	1318_rand_intrain
0.035	0.0072	-0.0011	2e-4	-6e-4	9e-4	9e-4	0.0725	-0.0412	0.0085	AFR	1318_rand_intrain
0.0362	0.0078	-0.0011	-1e-4	0.0016	0.0011	0.0059	-0.0236	0.0465	0.0029	AFR	1318_rand_intrain
0.0359	0.0076	-0.0012	-1e-4	0.0026	0.0012	0.0035	-0.0202	0.0492	-0.0024	AFR	1318_rand_intrain
0.0361	0.0078	-0.0014	-3e-4	0.0012	1e-4	0.0034	-0.0197	0.0428	0.0025	AFR	1318_rand_intrain
0.0359	0.0078	-0.001	-0.0011	0.0019	9e-4	0.0044	-0.0224	0.0388	-0.0017	AFR	1318_rand_intrain
0.0361	0.0076	-0.001	-1e-4	9e-4	-0.0011	0.0058	-0.023	0.0425	-0.0018	AFR	1318_rand_intrain
0.0362	0.0079	-0.0012	0	9e-4	-3e-4	0.0046	-0.0254	0.0443	0.0037	AFR	1318_rand_intrain
0.0362	0.0078	-0.0013	-4e-4	0.0014	3e-4	0.0045	-0.0239	0.0421	-0.0019	AFR	1318_rand_intrain
0.0361	0.0079	-0.001	0	0.0013	-6e-4	0.0032	-0.0225	0.0378	0.0024	AFR	1318_rand_intrain
0.0361	0.0079	-0.0011	2e-4	0.0017	0.001	0.0031	-0.0202	0.0434	-0.0019	AFR	1318_rand_intrain
0.036	0.0077	-0.0011	1e-4	5e-4	0.0012	0.0042	-0.0244	0.0441	-5e-4	AFR	1318_rand_intrain
0.036	0.0077	-9e-4	2e-4	0.0011	6e-4	0.0037	-0.0224	0.0423	-0.0061	AFR	1318_rand_intrain
0.0359	0.0078	-0.0011	0	0.0025	0.001	0.0032	-0.0208	0.0392	0.0094	AFR	1318_rand_intrain
0.0359	0.0076	-0.001	1e-4	7e-4	3e-4	0.0033	-0.0204	0.04	0.0021	AFR	1318_rand_intrain
0.0362	0.0079	-0.001	-1e-4	0.0017	0.0011	0.0055	-0.02	0.0367	0.0071	AFR	1318_rand_intrain
0.0363	0.0076	-0.0013	3e-4	0.0012	0.0016	0.0066	-0.0253	0.0412	0.0042	AFR	1318_rand_intrain
0.0362	0.0077	-0.0013	2e-4	0.002	-2e-4	0.0031	-0.021	0.0394	-0.0034	AFR	1318_rand_intrain
0.036	0.0075	-0.001	1e-4	6e-4	-7e-4	0.0045	-0.0228	0.0443	0.0057	AFR	1318_rand_intrain
0.0359	0.0077	-9e-4	4e-4	0.0019	0.0019	0.0066	-0.0175	0.0376	-0.0021	AFR	1318_rand_intrain
0.036	0.0076	-0.001	1e-4	0.0012	-8e-4	0.0035	-0.0248	0.0475	0.0021	AFR	1318_rand_intrain
0.0359	0.0076	-0.0012	-2e-4	0.0017	-0.003	0.0027	-0.0209	0.0259	0.0055	AFR	1318_rand_intrain
0.0359	0.0078	-0.0013	-1e-4	8e-4	0.0014	0.0037	-0.0229	0.0408	0.0037	AFR	1318_rand_intrain
0.0351	0.0071	-0.001	5e-4	-7e-4	-7e-4	0.0021	0.065	-0.0346	0.0107	AFR	1318_rand_intrain
0.0348	0.0065	-0.0013	2e-4	-0.002	0.0012	0.0016	0.0637	-0.0307	-0.0045	AFR	1318_rand_intrain
-0.0037	-0.0148	0.0131	-0.0339	-2e-4	-0.0041	6e-4	-3e-4	0.0025	-0.0072	SAS	1318_rand_intrain
-0.0038	-0.0146	0.013	-0.0342	0.001	4e-4	0.0035	-8e-4	-1e-4	-0.0058	SAS	1318_rand_intrain
-0.0038	-0.0148	0.0126	-0.0325	-2e-4	3e-4	0.0012	0.0019	0.0022	-0.0143	SAS	1318_rand_intrain
-0.0036	-0.0144	0.0136	-0.0337	-0.002	6e-4	-0.0013	0.0025	4e-4	0.0104	SAS	1318_rand_intrain
-0.0035	-0.0168	0.0105	-0.0366	-0.0014	0.0036	0.0022	-5e-4	-0.0015	0.0165	SAS	1318_rand_intrain
-0.0033	-0.017	0.0101	-0.0359	3e-4	-8e-4	-0.0031	-8e-4	-0.0027	0.0087	SAS	1318_rand_intrain
-0.0033	-0.0175	0.0101	-0.0356	-0.001	6e-4	0.0042	3e-4	-0.0027	-0.006	SAS	1318_rand_intrain
-0.0032	-0.0172	0.0111	-0.0371	-4e-4	0.0011	0.0035	-4e-4	-8e-4	0.0162	SAS	1318_rand_intrain
-0.0033	-0.0171	0.0109	-0.0366	2e-4	0.0011	0.0033	-0.002	-0.0014	0.0183	SAS	1318_rand_intrain
-0.0035	-0.0181	0.0089	-0.0351	0	-0.0016	0.0037	-1e-4	-0.0029	0.0252	SAS	1318_rand_intrain
0.0352	0.0071	-0.0013	-1e-4	-8e-4	-0.0019	0.0024	0.0625	-0.0326	-0.0059	AFR	1318_rand_intrain
0.0356	0.0074	-9e-4	8e-4	-0.0011	-1e-4	0.0039	0.0596	-0.0297	-0.0051	AFR	1318_rand_intrain
0.0352	0.0071	-0.001	-8e-4	-0.0021	-5e-4	0.0015	0.0632	-0.0334	-0.0035	AFR	1318_rand_intrain
0.0352	0.007	-0.0013	0	-4e-4	-0.0015	-2e-4	0.0586	-0.0329	-0.0046	AFR	1318_rand_intrain
0.0353	0.0075	-0.0011	0	1e-4	0.0012	0.0028	0.0668	-0.0354	-0.0077	AFR	1318_rand_intrain
0.0354	0.0075	-7e-4	3e-4	-1e-4	8e-4	0.0031	0.0604	-0.0249	0.002	AFR	1318_rand_intrain
0.0354	0.007	-0.0011	6e-4	-0.0012	5e-4	0.0033	0.0536	-0.0196	-0.0014	AFR	1318_rand_intrain
0.0356	0.0072	-0.0013	1e-4	-0.0017	0.0011	0.0038	0.0319	-0.0077	7e-4	AFR	1318_rand_intrain
0.0345	0.0067	-7e-4	6e-4	-0.0014	-8e-4	-0.0032	0.0552	-0.0277	-0.001	AFR	1318_rand_intrain
0.0347	0.0065	-0.001	-1e-4	-0.0014	-3e-4	-0.0012	0.0576	-0.0278	0.009	AFR	1318_rand_intrain
0.0351	0.0071	-0.0012	5e-4	-0.0015	0.0014	9e-4	0.0608	-0.0353	-0.0057	AFR	1318_rand_intrain
0.0352	0.0069	-0.0012	6e-4	-0.0013	-0.0013	-0.0023	0.0663	-0.0348	-0.005	AFR	1318_rand_intrain
0.036	0.0074	-0.0011	-2e-4	-4e-4	7e-4	0.003	0.0302	-0.0076	0.0097	AFR	1318_rand_intrain
0.036	0.0081	-6e-4	-1e-4	-4e-4	0	0.0044	0.0385	-0.0038	0.0041	AFR	1318_rand_intrain
0.0358	0.0074	-0.0012	-3e-4	5e-4	6e-4	0.0047	0.0298	-0.0085	-8e-4	AFR	1318_rand_intrain
0.0358	0.0078	-0.0012	-1e-4	5e-4	2e-4	0.0058	0.0342	-0.0059	0.0015	AFR	1318_rand_intrain
0.0358	0.0075	-0.001	-1e-4	-3e-4	6e-4	0.0055	0.0355	-0.0026	0.0059	AFR	1318_rand_intrain
0.0358	0.0077	-0.0012	-3e-4	-7e-4	-0.0023	0.0042	0.0321	-0.0047	-0.0016	AFR	1318_rand_intrain
0.0358	0.0076	-0.0011	-4e-4	1e-4	6e-4	0.0043	0.0348	-0.0067	-0.0045	AFR	1318_rand_intrain
0.0358	0.0078	-0.0013	-8e-4	0	7e-4	0.0028	0.0378	-0.0065	0.0056	AFR	1318_rand_intrain
0.036	0.0078	-9e-4	-1e-4	1e-4	-8e-4	0.0037	0.0291	-0.0041	7e-4	AFR	1318_rand_intrain
0.0359	0.0075	-0.0012	-0.001	-3e-4	0.0014	0.002	0.0306	-0.0044	-0.0043	AFR	1318_rand_intrain
0.0359	0.0077	-9e-4	-4e-4	4e-4	9e-4	0.0039	0.0334	-0.0041	0.0038	AFR	1318_rand_intrain
0.0358	0.0077	-0.001	0	-4e-4	-7e-4	0.0025	0.0372	-0.0079	0.003	AFR	1318_rand_intrain
0.0358	0.0073	-0.0011	0	6e-4	-0.0011	0.0038	0.0397	-0.0087	0.0038	AFR	1318_rand_intrain
0.0361	0.0076	-0.0012	0	-7e-4	-6e-4	0.0052	0.0336	-0.004	-0.0027	AFR	1318_rand_intrain
0.0359	0.0075	-0.001	-1e-4	-5e-4	2e-4	0.0036	0.031	-6e-4	0.003	AFR	1318_rand_intrain
0.0357	0.0074	-0.001	-1e-4	3e-4	-9e-4	0.0055	0.0344	-0.0027	-0.004	AFR	1318_rand_intrain
0.0359	0.0076	-0.001	0	4e-4	8e-4	0.0059	0.0331	-0.0054	0.0016	AFR	1318_rand_intrain
0.0362	0.0078	-0.0013	1e-4	1e-4	-2e-4	0.0031	0.0277	-0.0044	-1e-4	AFR	1318_rand_intrain
0.0358	0.0076	-0.0013	0	-1e-4	0.0016	0.0059	0.0375	-0.0082	-0.0033	AFR	1318_rand_intrain
0.0358	0.0075	-0.001	-7e-4	-1e-4	-9e-4	0.0054	0.0344	-0.0096	0.0031	AFR	1318_rand_intrain
0.0358	0.0076	-0.0011	-3e-4	-6e-4	0	0.0031	0.0308	0.001	-0.002	AFR	1318_rand_intrain
0.0356	0.0074	-0.0011	6e-4	-3e-4	3e-4	0.003	0.0315	0.0012	-0.0022	AFR	1318_rand_intrain
0.0354	0.0072	-0.0011	3e-4	3e-4	0.0014	0.0024	0.0414	-0.0084	-0.0055	AFR	1318_rand_intrain
0.036	0.0075	-0.0013	-4e-4	0.0013	3e-4	0.004	0.032	-0.0075	-0.0017	AFR	1318_rand_intrain
0.0358	0.0078	-0.001	0	0.0013	0.001	0.0071	0.0349	-0.0062	0.0066	AFR	1318_rand_intrain
0.0357	0.0079	-9e-4	-4e-4	9e-4	0.0016	0.0027	0.0334	-0.0048	0.0055	AFR	1318_rand_intrain
0.036	0.0078	-0.0013	7e-4	8e-4	-4e-4	0.0077	0.033	-0.0072	-0.0033	AFR	1318_rand_intrain
0.0363	0.0079	-0.0012	3e-4	0.001	-7e-4	0.0049	-0.0273	0.0438	0.0037	AFR	1318_rand_intrain
0.0358	0.0078	-0.0011	-3e-4	0.0021	0.0017	0.0044	-0.0224	0.0411	0.0043	AFR	1318_rand_intrain
0.036	0.0077	-0.001	-2e-4	0.0024	5e-4	0.0073	-0.0204	0.0451	0.0018	AFR	1318_rand_intrain
0.0362	0.0075	-0.0012	-1e-4	0.0015	-3e-4	0.0034	-0.026	0.0451	-0.0021	AFR	1318_rand_intrain
0.0362	0.0079	-0.0012	-4e-4	0.0021	8e-4	0.0065	-0.0232	0.0466	0.0034	AFR	1318_rand_intrain
0.0359	0.0075	-0.001	-9e-4	9e-4	4e-4	0.0043	-0.0233	0.041	-0.0029	AFR	1318_rand_intrain
0.0359	0.008	-0.001	-2e-4	0.001	-0.0015	0.004	-0.0227	0.0325	-5e-4	AFR	1318_rand_intrain
0.036	0.0074	-0.0013	6e-4	0.0015	-7e-4	0.0041	-0.0252	0.0367	-0.0051	AFR	1318_rand_intrain
0.036	0.0078	-9e-4	-5e-4	0.0022	7e-4	0.0062	-0.0227	0.0486	0.0113	AFR	1318_rand_intrain
0.0361	0.0078	-0.001	-5e-4	0.0017	-1e-4	0.004	-0.0193	0.041	7e-4	AFR	1318_rand_intrain
0.0361	0.0074	-0.0011	-6e-4	7e-4	3e-4	0.0036	-0.0258	0.0424	-0.0038	AFR	1318_rand_intrain
0.0361	0.0075	-0.0011	-5e-4	0.0013	-4e-4	0.0045	-0.023	0.0428	0.0055	AFR	1318_rand_intrain
0.0362	0.0077	-0.0013	2e-4	7e-4	-6e-4	0.0024	-0.0222	0.0397	0.0077	AFR	1318_rand_intrain
0.0361	0.0078	-7e-4	-4e-4	0.0017	9e-4	7e-4	-0.025	0.0422	0.007	AFR	1318_rand_intrain
0.0361	0.0078	-0.0011	0	0.0013	6e-4	0.0046	-0.0252	0.0459	0.0068	AFR	1318_rand_intrain
0.0362	0.0078	-0.0011	3e-4	9e-4	-4e-4	0.0046	-0.018	0.0407	0.0069	AFR	1318_rand_intrain
0.0361	0.0078	-0.001	3e-4	0.0013	0.0018	0.005	-0.0212	0.0428	0.0094	AFR	1318_rand_intrain
0.0359	0.0079	-0.0011	3e-4	0.0013	2e-4	0.0024	-0.023	0.0405	-0.0015	AFR	1318_rand_intrain
0.0362	0.0078	-0.001	6e-4	6e-4	-0.001	0.0051	-0.0219	0.0419	0.0013	AFR	1318_rand_intrain
0.0359	0.008	-8e-4	6e-4	5e-4	9e-4	0.0047	-0.0217	0.0428	-0.0018	AFR	1318_rand_intrain
0.0361	0.0078	-0.0012	2e-4	5e-4	-2e-4	0.004	-0.0193	0.0404	0.0043	AFR	1318_rand_intrain
0.0359	0.0079	-0.0011	7e-4	0.002	0.0011	0.0045	-0.0187	0.0446	-0.0017	AFR	1318_rand_intrain
0.0362	0.0077	-9e-4	0	0.0016	0.002	0.0025	-0.0226	0.039	0.0067	AFR	1318_rand_intrain
0.0359	0.0078	-0.0012	-3e-4	0.0014	-0.0013	0.0043	-0.0241	0.0417	0.0089	AFR	1318_rand_intrain
0.036	0.0077	-0.001	-2e-4	0.0024	-3e-4	0.0054	-0.0262	0.0415	0.0089	AFR	1318_rand_intrain
0.0363	0.0078	-0.0011	-3e-4	0.0013	0.0025	0.0027	-0.0229	0.0428	0.0047	AFR	1318_rand_intrain
0.0363	0.0078	-0.0011	-5e-4	0.001	-0.001	0.0024	-0.0219	0.0402	-0.0017	AFR	1318_rand_intrain
0.0359	0.0075	-8e-4	5e-4	7e-4	8e-4	0.0042	-0.0224	0.0409	0.001	AFR	1318_rand_intrain
0.0361	0.0077	-0.0012	-1e-4	0.0011	7e-4	0.0057	-0.0259	0.0441	-0.0048	AFR	1318_rand_intrain
0.036	0.0076	-0.0012	3e-4	0.0012	0.0013	0.0046	-0.027	0.0426	-0.0058	AFR	1318_rand_intrain
0.0362	0.0082	-0.0012	1e-4	0.0026	5e-4	0.0043	-0.024	0.0443	0.0036	AFR	1318_rand_intrain
0.0359	0.0072	-9e-4	-2e-4	0.0018	5e-4	7e-4	-0.0223	0.0385	-0.0034	AFR	1318_rand_intrain
0.0361	0.0077	-0.0011	2e-4	0.0019	4e-4	0.0039	-0.0256	0.0376	0.0046	AFR	1318_rand_intrain
0.0358	0.0074	-9e-4	9e-4	0.0014	-4e-4	0.0044	-0.0204	0.0365	-0.0034	AFR	1318_rand_intrain
0.0364	0.0078	-0.001	1e-4	0.001	-0.0035	0.0049	-0.0222	0.0492	0.0016	AFR	1318_rand_intrain
0.0361	0.0077	-7e-4	-2e-4	8e-4	-0.0012	0.0056	-0.0226	0.0404	0.0055	AFR	1318_rand_intrain
0.0361	0.0079	-0.0013	9e-4	0.0012	5e-4	0.003	-0.0247	0.0409	-8e-4	AFR	1318_rand_intrain
0.0357	0.0079	-8e-4	1e-4	0.0024	-5e-4	0.003	-0.0237	0.0426	0.0059	AFR	1318_rand_intrain
0.0361	0.0076	-9e-4	-3e-4	6e-4	0.0018	0.0052	-0.0211	0.0402	-0.0039	AFR	1318_rand_intrain
0.0358	0.0074	-0.001	-1e-4	0.0022	0.0014	0.0051	-0.0245	0.0407	-0.0024	AFR	1318_rand_intrain
0.0359	0.0074	-0.0011	-3e-4	0.0016	6e-4	0.0045	-0.0254	0.0453	5e-4	AFR	1318_rand_intrain
0.0362	0.0072	-0.0014	-0.0011	8e-4	-0.0013	0.0044	-0.0218	0.0423	0.0041	AFR	1318_rand_intrain
0.0357	0.0077	-7e-4	6e-4	9e-4	0.0018	0.0044	-0.0293	0.0415	-0.0018	AFR	1318_rand_intrain
0.0362	0.0078	-0.001	4e-4	-0.0013	-8e-4	0.0048	0.0317	-0.002	-0.0021	AFR	1318_rand_intrain
0.0359	0.008	-0.0012	3e-4	3e-4	-1e-4	0.0067	0.0309	-0.0036	-0.0045	AFR	1318_rand_intrain
0.0359	0.0078	-0.0011	-2e-4	7e-4	0.0023	0.0041	0.0307	-9e-4	-0.0026	AFR	1318_rand_intrain
0.036	0.0074	-0.0012	-0.0011	5e-4	3e-4	0.0019	0.0329	-0.0048	-0.0058	AFR	1318_rand_intrain
-0.0032	-0.0174	0.0104	-0.0341	-0.0013	-0.0017	-4e-4	2e-4	-0.0015	-0.005	SAS	1318_rand_intrain
-0.0032	-0.0176	0.01	-0.034	0.0011	4e-4	0.0028	-9e-4	-0.0012	-0.0199	SAS	1318_rand_intrain
-0.0032	-0.0204	0.0054	-0.025	0.0011	0.0028	0.0012	0.0012	0	-0.0173	SAS	1318_rand_intrain
-0.0032	-0.0199	0.0061	-0.027	-5e-4	-8e-4	-5e-4	-2e-4	-0.0029	0.0156	SAS	1318_rand_intrain
-0.0033	-0.0208	0.0044	-0.0232	0.0016	0.0016	0.0017	1e-4	0.0014	0.0033	SAS	1318_rand_intrain
-0.0032	-0.0219	0.0036	-0.0214	0.0018	-0.0018	-0.002	8e-4	0.0026	-0.0018	SAS	1318_rand_intrain
0.0352	0.0072	-0.0012	3e-4	-7e-4	-2e-4	0.0045	0.0646	-0.0314	0.0066	AFR	1318_rand_intrain
0.0356	0.0074	-9e-4	-4e-4	-0.001	0.0012	0.0016	0.0578	-0.026	-9e-4	AFR	1318_rand_intrain
0.0347	0.0064	-0.0013	5e-4	-0.0015	7e-4	-2e-4	0.0688	-0.0313	-0.0019	AFR	1318_rand_intrain
0.0351	0.0067	-0.0011	-1e-4	-0.0019	2e-4	0.0011	0.0578	-0.0237	0.0019	AFR	1318_rand_intrain
0.0341	0.006	-0.0011	0.001	-0.002	6e-4	-0.0029	0.0577	-0.0216	0.0098	AFR	1318_rand_intrain
0.0347	0.0063	-0.0014	-4e-4	-4e-4	-3e-4	-0.0013	0.0602	-0.0288	0.0082	AFR	1318_rand_intrain
0.035	0.0071	-0.0012	-1e-4	0	1e-4	0.0013	0.0651	-0.0313	0.0045	AFR	1318_rand_intrain
0.0347	0.0065	-0.0011	-4e-4	-0.0014	5e-4	0	0.0647	-0.0379	0.0017	AFR	1318_rand_intrain
0.0363	0.0078	-0.0014	6e-4	0.0017	5e-4	0.0035	-0.0216	0.0428	-0.0012	AFR	1318_rand_intrain
0.036	0.0078	-0.001	0	9e-4	0.0017	0.0022	-0.0238	0.0412	-0.0017	AFR	1318_rand_intrain
0.036	0.0079	-0.001	1e-4	0.0017	-1e-4	0.0058	-0.02	0.0449	0.0091	AFR	1318_rand_intrain
0.0363	0.0077	-0.001	2e-4	2e-4	0.0019	0.0037	-0.0225	0.0426	-0.003	AFR	1318_rand_intrain
0.0361	0.0078	-0.0011	0	0.0019	0.0014	0.0069	-0.023	0.0489	0.0051	AFR	1318_rand_intrain
0.0358	0.0076	-8e-4	-2e-4	0.0016	8e-4	0.0028	-0.0241	0.0433	0.0045	AFR	1318_rand_intrain
0.0363	0.0076	-0.0013	-1e-4	0.0024	4e-4	0.0037	-0.0237	0.0404	0	AFR	1318_rand_intrain
0.0361	0.0077	-0.0012	3e-4	0.0026	6e-4	0.0029	-0.0215	0.04	-4e-4	AFR	1318_rand_intrain
0.0358	0.0076	-8e-4	-1e-4	0.0019	0	0.0051	-0.0203	0.0332	0.0115	AFR	1318_rand_intrain
0.0359	0.0074	-0.0011	3e-4	9e-4	8e-4	0.0043	-0.0229	0.0406	-0.0019	AFR	1318_rand_intrain
0.0363	0.0075	-0.0013	3e-4	-4e-4	0.0015	0.0028	-0.0239	0.0409	-0.002	AFR	1318_rand_intrain
0.0359	0.0076	-0.0011	-2e-4	0.0021	1e-4	0.0031	-0.0256	0.0395	-0.0063	AFR	1318_rand_intrain
0.0359	0.0078	-9e-4	2e-4	0.0016	-1e-4	0.0041	-0.0251	0.0447	0.0014	AFR	1318_rand_intrain
0.0363	0.0077	-9e-4	-2e-4	6e-4	0.0018	0.0036	-0.0249	0.0467	0.0013	AFR	1318_rand_intrain
0.0361	0.0077	-9e-4	1e-4	0	3e-4	0.0037	-0.0234	0.0378	-0.0041	AFR	1318_rand_intrain
0.0356	0.0071	-0.0011	5e-4	0.0013	4e-4	0.0031	-0.0208	0.0457	0.0028	AFR	1318_rand_intrain
0.0359	0.0075	-0.0011	-2e-4	0.0018	0.0015	0.0032	-0.0244	0.0418	0.0091	AFR	1318_rand_intrain
0.0358	0.0071	-0.0011	1e-4	0.0016	0.0017	0.0053	-0.0257	0.0472	-0.0046	AFR	1318_rand_intrain
0.0362	0.0076	-0.0011	1e-4	0.0021	1e-4	0.004	-0.0244	0.0488	0.0021	AFR	1318_rand_intrain
0.0363	0.0078	-0.0012	-8e-4	0.0011	9e-4	0.0031	-0.0232	0.0471	-0.003	AFR	1318_rand_intrain
0.0358	0.0076	-0.001	0	0.0011	0.002	0.0036	-0.0235	0.0351	-0.0055	AFR	1318_rand_intrain
0.036	0.0078	-0.0011	3e-4	0.0012	0.0013	0.0014	-0.0214	0.0424	-0.0022	AFR	1318_rand_intrain
0.0359	0.0075	-0.001	-7e-4	0.0021	0.0017	0.0039	-0.0256	0.0448	0.0026	AFR	1318_rand_intrain
0.0361	0.0078	-0.0011	-5e-4	0.002	2e-4	0.0048	-0.0286	0.0483	-0.0034	AFR	1318_rand_intrain
0.0361	0.0075	-0.0012	1e-4	0.0015	-0.0012	0.0057	-0.0271	0.0375	-0.0013	AFR	1318_rand_intrain
0.0362	0.0076	-0.0013	-4e-4	0.0018	0.0024	0.0044	-0.023	0.0485	-0.0023	AFR	1318_rand_intrain
0.0361	0.0079	-0.0011	0	0.0023	-6e-4	0.0055	-0.0254	0.0433	-0.0017	AFR	1318_rand_intrain
0.0358	0.0077	-0.001	-1e-4	0.0014	0.0017	0.0055	-0.0235	0.0418	0.0085	AFR	1318_rand_intrain
0.0365	0.0081	-0.0013	-2e-4	0.0019	0.001	0.0048	-0.0263	0.0488	3e-4	AFR	1318_rand_intrain
0.0362	0.0076	-0.0013	2e-4	7e-4	0.0017	0.0035	-0.0222	0.0474	0.0051	AFR	1318_rand_intrain
0.0358	0.0076	-6e-4	-5e-4	9e-4	0.0032	0.0035	-0.0218	0.0354	-0.0021	AFR	1318_rand_intrain
0.0362	0.0081	-9e-4	-2e-4	0.0011	0.0016	0.0036	-0.0253	0.0454	0.0161	AFR	1318_rand_intrain
0.0361	0.0079	-0.0011	1e-4	0.0023	0.0019	0.0059	-0.0258	0.0496	0.0081	AFR	1318_rand_intrain
0.0362	0.0076	-0.0012	-5e-4	0.0017	6e-4	0.0044	-0.0272	0.0413	1e-4	AFR	1318_rand_intrain
0.036	0.0075	-0.0012	-8e-4	4e-4	0.0017	0.0056	0.0302	-0.0024	7e-4	AFR	1318_rand_intrain
0.0358	0.0077	-0.0011	-4e-4	0.0012	0.0022	0.0037	0.0323	-0.0022	0.002	AFR	1318_rand_intrain
0.0358	0.0074	-0.0012	-1e-4	1e-4	0.0025	0.005	0.0318	-0.0092	-0.005	AFR	1318_rand_intrain
0.0356	0.0075	-9e-4	-4e-4	4e-4	9e-4	0.0048	0.0346	-2e-4	-0.0019	AFR	1318_rand_intrain
0.0357	0.0076	-0.0011	-5e-4	4e-4	8e-4	0.0045	0.0281	-0.0058	1e-4	AFR	1318_rand_intrain
0.0357	0.0076	-0.0012	4e-4	-8e-4	9e-4	0.0072	0.0361	-0.0112	0.004	AFR	1318_rand_intrain
0.0358	0.0077	-0.001	-5e-4	-3e-4	0.0019	0.0056	0.0333	-0.0013	-0.0045	AFR	1318_rand_intrain
0.0361	0.0075	-0.0011	-3e-4	6e-4	0.0012	0.0039	0.0315	9e-4	2e-4	AFR	1318_rand_intrain
0.0357	0.0078	-0.0013	1e-4	-9e-4	0.0018	0.0034	0.0351	-0.0055	3e-4	AFR	1318_rand_intrain
0.0358	0.0075	-0.0011	2e-4	1e-4	-4e-4	0.0045	0.0305	-0.0088	-0.0054	AFR	1318_rand_intrain
0.0358	0.0075	-0.001	-8e-4	5e-4	7e-4	0.0028	0.0331	-0.0014	-0.0031	AFR	1318_rand_intrain
0.0357	0.0075	-8e-4	-1e-4	0	0.0015	0.0041	0.0324	-0.0032	-0.0051	AFR	1318_rand_intrain
0.0357	0.0076	-0.0011	2e-4	0	3e-4	0.0041	0.0393	-0.0118	0.0013	AFR	1318_rand_intrain
0.0357	0.0075	-9e-4	-7e-4	-2e-4	0.001	0.003	0.0329	-0.0063	0.0079	AFR	1318_rand_intrain
0.0359	0.0078	-9e-4	-0.001	-2e-4	3e-4	0.0028	0.0337	-0.0065	0.0049	AFR	1318_rand_intrain
0.036	0.0077	-0.0011	0	-1e-4	0.002	0.0041	0.0345	-0.0048	-0.003	AFR	1318_rand_intrain
0.0357	0.0074	-0.0011	-2e-4	2e-4	0	0.0042	0.0411	-0.01	3e-4	AFR	1318_rand_intrain
0.0359	0.0079	-9e-4	-8e-4	8e-4	-7e-4	0.0055	0.0358	-0.0085	0.006	AFR	1318_rand_intrain
0.036	0.0076	-0.0013	1e-4	1e-4	0.0011	0.0071	0.0339	-0.0064	0.001	AFR	1318_rand_intrain
0.0356	0.0073	-0.001	-2e-4	6e-4	-0.0016	0.0027	0.0335	-0.0071	7e-4	AFR	1318_rand_intrain
0.0358	0.0077	-0.001	-2e-4	3e-4	5e-4	0.0057	0.0382	-0.0058	-0.0036	AFR	1318_rand_intrain
0.0359	0.0076	-0.0012	4e-4	-2e-4	1e-4	0.005	0.0345	-0.0055	-0.0022	AFR	1318_rand_intrain
0.0359	0.0077	-0.0011	5e-4	0.0013	0.0016	0.0052	0.0352	-0.0104	-0.0047	AFR	1318_rand_intrain
0.0357	0.0075	-9e-4	3e-4	0.0012	-7e-4	0.005	0.0321	-0.0041	0.005	AFR	1318_rand_intrain
0.0361	0.0076	-0.0012	-5e-4	0	-0.0018	0.0054	0.0358	-0.0031	-7e-4	AFR	1318_rand_intrain
0.0358	0.0076	-0.001	4e-4	0.0015	0.0019	0.0046	0.0327	0.0018	0.0034	AFR	1318_rand_intrain
0.036	0.0076	-0.0013	3e-4	-8e-4	-0.0011	0.0035	0.0357	-0.0084	-0.0021	AFR	1318_rand_intrain
0.0356	0.0076	-9e-4	0	-6e-4	0.0016	0.0042	0.0339	-0.0074	-0.0059	AFR	1318_rand_intrain
0.0358	0.0077	-9e-4	3e-4	0	-4e-4	0.0054	0.0368	-0.0048	-0.0018	AFR	1318_rand_intrain
0.0359	0.0077	-0.0011	3e-4	-4e-4	0.001	0.003	0.0326	-0.0055	-0.0014	AFR	1318_rand_intrain
0.0362	0.0077	-9e-4	4e-4	2e-4	0.0021	0.0052	0.0361	-0.006	0.0017	AFR	1318_rand_intrain
0.0361	0.0076	-0.0012	-4e-4	-6e-4	3e-4	0.0062	0.0376	-4e-4	-0.0017	AFR	1318_rand_intrain
0.0356	0.0077	-0.001	-3e-4	2e-4	7e-4	0.0042	0.0344	-0.0088	-0.002	AFR	1318_rand_intrain
0.0359	0.0076	-0.0013	-3e-4	4e-4	0.0029	0.005	0.0381	-0.0039	-0.0022	AFR	1318_rand_intrain
