run	pop	proportion
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.094471
_600	EUR	0.442102
_600	MX-AMR	0.443726
_600	EAS	0.004554
_600	SAS	0.015148
_600	AFR	0.04497
_600	EUR	0.303402
_600	MX-AMR	0.631465
_600	EAS	0.011982
_600	SAS	0.008181
_600	AFR	0.025818
_600	EUR	0.712179
_600	MX-AMR	0.261983
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.042088
_600	EUR	0.229735
_600	MX-AMR	0.728157
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.013543
_600	EUR	0.003774
_600	MX-AMR	0.981591
_600	EAS	1e-5
_600	SAS	0.001082
_600	AFR	0.056215
_600	EUR	0.268883
_600	MX-AMR	0.671589
_600	EAS	1e-5
_600	SAS	0.003302
_600	AFR	0.039478
_600	EUR	0.447522
_600	MX-AMR	0.51298
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.07901
_600	EUR	0.336485
_600	MX-AMR	0.56929
_600	EAS	0.001768
_600	SAS	0.013446
_600	AFR	0.177173
_600	EUR	0.29727
_600	MX-AMR	0.524051
_600	EAS	0.001495
_600	SAS	1e-5
_600	AFR	0.053076
_600	EUR	0.359464
_600	MX-AMR	0.582405
_600	EAS	0.004397
_600	SAS	6.59e-4
_600	AFR	0.033505
_600	EUR	0.625234
_600	MX-AMR	0.341242
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.033972
_600	EUR	0.188326
_600	MX-AMR	0.765395
_600	EAS	0.001566
_600	SAS	0.01074
_600	AFR	0.055118
_600	EUR	0.458764
_600	MX-AMR	0.486097
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.049394
_600	EUR	0.242671
_600	MX-AMR	0.67825
_600	EAS	0.013041
_600	SAS	0.016644
_600	AFR	0.031618
_600	EUR	0.731102
_600	MX-AMR	0.236569
_600	EAS	1e-5
_600	SAS	7.02e-4
_600	AFR	0.040579
_600	EUR	0.729003
_600	MX-AMR	0.230398
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	1e-5
_600	EUR	0.059207
_600	MX-AMR	0.927598
_600	EAS	0.011994
_600	SAS	0.001191
_600	AFR	0.048559
_600	EUR	0.343673
_600	MX-AMR	0.607747
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.011175
_600	EUR	0.095447
_600	MX-AMR	0.881902
_600	EAS	8.04e-4
_600	SAS	0.010672
_600	AFR	0.078308
_600	EUR	0.403483
_600	MX-AMR	0.508114
_600	EAS	1e-5
_600	SAS	0.010085
_600	AFR	0.072428
_600	EUR	0.297462
_600	MX-AMR	0.630091
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.038259
_600	EUR	0.402678
_600	MX-AMR	0.559043
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.041295
_600	EUR	0.356157
_600	MX-AMR	0.595964
_600	EAS	1e-5
_600	SAS	0.006574
_600	AFR	0.063718
_600	EUR	0.30037
_600	MX-AMR	0.633075
_600	EAS	1e-5
_600	SAS	0.002828
_600	AFR	0.053999
_600	EUR	0.319232
_600	MX-AMR	0.62125
_600	EAS	0.001079
_600	SAS	0.004441
_600	AFR	0.039385
_600	EUR	0.319796
_600	MX-AMR	0.636408
_600	EAS	0.001793
_600	SAS	0.002618
_600	AFR	0.057737
_600	EUR	0.336773
_600	MX-AMR	0.60547
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.100384
_600	EUR	0.204752
_600	MX-AMR	0.685988
_600	EAS	0.008866
_600	SAS	1e-5
_600	AFR	0.126986
_600	EUR	0.240981
_600	MX-AMR	0.619934
_600	EAS	0.005232
_600	SAS	0.006867
_600	AFR	0.094432
_600	EUR	0.313191
_600	MX-AMR	0.592357
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.015032
_600	EUR	0.171553
_600	MX-AMR	0.806779
_600	EAS	1e-5
_600	SAS	0.006626
_600	AFR	0.023927
_600	EUR	0.366959
_600	MX-AMR	0.60802
_600	EAS	1e-5
_600	SAS	0.001084
_600	AFR	0.046865
_600	EUR	0.284763
_600	MX-AMR	0.663848
_600	EAS	1e-5
_600	SAS	0.004514
_600	AFR	0.073115
_600	EUR	0.335555
_600	MX-AMR	0.588234
_600	EAS	0.003087
_600	SAS	1e-5
_600	AFR	0.031199
_600	EUR	0.410511
_600	MX-AMR	0.55827
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.065427
_600	EUR	0.32864
_600	MX-AMR	0.605913
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.164938
_600	EUR	0.244894
_600	MX-AMR	0.590148
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.062831
_600	EUR	0.242819
_600	MX-AMR	0.694033
_600	EAS	1e-5
_600	SAS	3.07e-4
_600	AFR	0.086158
_600	EUR	0.445786
_600	MX-AMR	0.448256
_600	EAS	0.010699
_600	SAS	0.009102
_600	AFR	0.047639
_600	EUR	0.252418
_600	MX-AMR	0.68206
_600	EAS	0.00427
_600	SAS	0.013613
_600	AFR	0.055074
_600	EUR	0.277659
_600	MX-AMR	0.654666
_600	EAS	0.012591
_600	SAS	1e-5
_600	AFR	0.063413
_600	EUR	0.520056
_600	MX-AMR	0.416511
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.082432
_600	EUR	0.313603
_600	MX-AMR	0.595724
_600	EAS	1e-5
_600	SAS	0.008231
_600	AFR	0.064809
_600	EUR	0.262843
_600	MX-AMR	0.663545
_600	EAS	0.008793
_600	SAS	1e-5
_600	AFR	0.056429
_600	EUR	0.482302
_600	MX-AMR	0.461249
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.046131
_600	EUR	0.253127
_600	MX-AMR	0.68881
_600	EAS	0.001295
_600	SAS	0.010637
_600	AFR	0.086267
_600	EUR	0.397705
_600	MX-AMR	0.508095
_600	EAS	1e-5
_600	SAS	0.007924
_600	AFR	0.059487
_600	EUR	0.48038
_600	MX-AMR	0.460113
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.042608
_600	EUR	0.565394
_600	MX-AMR	0.391978
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.031498
_600	EUR	0.503989
_600	MX-AMR	0.463551
_600	EAS	1e-5
_600	SAS	9.52e-4
_600	AFR	0.037683
_600	EUR	0.292901
_600	MX-AMR	0.65853
_600	EAS	0.002759
_600	SAS	0.008127
_600	AFR	0.04228
_600	EUR	0.334012
_600	MX-AMR	0.607465
_600	EAS	1e-5
_600	SAS	0.016233
_600	AFR	0.033818
_600	EUR	0.238466
_600	MX-AMR	0.718481
_600	EAS	1e-5
_600	SAS	0.009225
_600	AFR	0.036098
_600	EUR	0.285362
_600	MX-AMR	0.667826
_600	EAS	0.009747
_600	SAS	9.67e-4
_600	AFR	0.052969
_600	EUR	0.272091
_600	MX-AMR	0.66678
_600	EAS	0.00815
_600	SAS	1e-5
_600	AFR	0.041253
_600	EUR	0.380508
_600	MX-AMR	0.578218
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.048386
_600	EUR	0.655043
_600	MX-AMR	0.296551
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.060747
_600	EUR	0.290583
_600	MX-AMR	0.643302
_600	EAS	0.005359
_600	SAS	1e-5
_600	AFR	0.078628
_600	EUR	0.318848
_600	MX-AMR	0.598338
_600	EAS	0.004176
_600	SAS	1e-5
_600	AFR	0.089974
_600	EUR	0.286167
_600	MX-AMR	0.606566
_600	EAS	1e-5
_600	SAS	0.017283
_600	AFR	0.054529
_600	EUR	0.509468
_600	MX-AMR	0.435983
_600	EAS	1.1e-5
_600	SAS	1e-5
_600	AFR	0.080342
_600	EUR	0.313162
_600	MX-AMR	0.603101
_600	EAS	0.001955
_600	SAS	0.001439
_600	AFR	0.055883
_600	EUR	0.453518
_600	MX-AMR	0.488831
_600	EAS	0.001757
_600	SAS	1e-5
_600	AFR	0.013044
_600	EUR	0.392523
_600	MX-AMR	0.58543
_600	EAS	0.007969
_600	SAS	0.001035
_600	AFR	0.007691
_600	EUR	0.049956
_600	MX-AMR	0.930478
_600	EAS	0.011865
_600	SAS	1e-5
_600	AFR	0.057714
_600	EUR	0.252299
_600	MX-AMR	0.685612
_600	EAS	0.004365
_600	SAS	1e-5
_600	AFR	0.020848
_600	EUR	0.211746
_600	MX-AMR	0.750823
_600	EAS	0.014852
_600	SAS	0.001731
_600	AFR	0.035344
_600	EUR	0.553622
_600	MX-AMR	0.411014
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.058694
_600	EUR	0.307432
_600	MX-AMR	0.633853
_600	EAS	1.1e-5
_600	SAS	1e-5
_600	AFR	0.07032
_600	EUR	0.376718
_600	MX-AMR	0.549475
_600	EAS	1.2e-5
_600	SAS	0.003475
_600	AFR	0.042869
_600	EUR	0.379659
_600	MX-AMR	0.576241
_600	EAS	0.001221
_600	SAS	1e-5
_600	AFR	0.06091
_600	EUR	0.290272
_600	MX-AMR	0.641814
_600	EAS	1e-5
_600	SAS	0.006994
_600	AFR	0.066982
_600	EUR	0.325113
_600	MX-AMR	0.606805
_600	EAS	1e-5
_600	SAS	0.00109
_600	AFR	0.048503
_600	EUR	0.356507
_600	MX-AMR	0.590015
_600	EAS	1e-5
_600	SAS	0.004965
_600	AFR	0.037851
_600	EUR	0.733846
_600	MX-AMR	0.217773
_600	EAS	2.5e-5
_600	SAS	0.010507
_600	AFR	0.051922
_600	EUR	0.342693
_600	MX-AMR	0.595365
_600	EAS	0.003938
_600	SAS	0.006082
_600	AFR	0.012159
_600	EUR	0.073811
_600	MX-AMR	0.91401
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.073896
_600	EUR	0.193187
_600	MX-AMR	0.715752
_600	EAS	1e-5
_600	SAS	0.017155
_600	AFR	0.037935
_600	EUR	0.353925
_600	MX-AMR	0.592108
_600	EAS	1e-5
_600	SAS	0.016022
_600	AFR	0.050284
_600	EUR	0.273473
_600	MX-AMR	0.663104
_600	EAS	0.008958
_600	SAS	0.00418
_600	AFR	0.050267
_600	EUR	0.281573
_600	MX-AMR	0.66453
_600	EAS	1e-5
_600	SAS	0.003621
_600	AFR	0.04254
_600	EUR	0.455097
_600	MX-AMR	0.502344
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.017657
_600	EUR	0.117778
_600	MX-AMR	0.851925
_600	EAS	0.01263
_600	SAS	1e-5
_600	AFR	0.044695
_600	EUR	0.616187
_600	MX-AMR	0.33739
_600	EAS	1e-5
_600	SAS	0.001717
_600	AFR	0.064631
_600	EUR	0.302405
_600	MX-AMR	0.619478
_600	EAS	1e-5
_600	SAS	0.013476
_600	AFR	0.037765
_600	EUR	0.344607
_600	MX-AMR	0.617325
_600	EAS	2.93e-4
_600	SAS	1e-5
_600	AFR	0.073275
_600	EUR	0.380801
_600	MX-AMR	0.529053
_600	EAS	3.64e-4
_600	SAS	0.016507
_600	AFR	0.08114
_600	EUR	0.267804
_600	MX-AMR	0.650302
_600	EAS	7.44e-4
_600	SAS	1e-5
_600	AFR	1e-5
_600	EUR	1e-5
_600	MX-AMR	0.99996
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.026658
_600	EUR	0.111128
_600	MX-AMR	0.843114
_600	EAS	0.010587
_600	SAS	0.008512
_600	AFR	0.040474
_600	EUR	0.312189
_600	MX-AMR	0.629507
_600	EAS	0.001182
_600	SAS	0.016647
_600	AFR	0.054813
_600	EUR	0.554673
_600	MX-AMR	0.387952
_600	EAS	0.002552
_600	SAS	1e-5
_600	AFR	0.040134
_600	EUR	0.153885
_600	MX-AMR	0.789997
_600	EAS	0.002229
_600	SAS	0.013755
_600	AFR	0.057469
_600	EUR	0.300736
_600	MX-AMR	0.632316
_600	EAS	0.004461
_600	SAS	0.005018
_600	AFR	0.069154
_600	EUR	0.519834
_600	MX-AMR	0.401249
_600	EAS	1e-5
_600	SAS	0.009754
_600	AFR	0.059332
_600	EUR	0.25666
_600	MX-AMR	0.67769
_600	EAS	1e-5
_600	SAS	0.006308
_600	AFR	0.041841
_600	EUR	0.222252
_600	MX-AMR	0.732337
_600	EAS	0.003559
_600	SAS	1e-5
_600	AFR	0.046974
_600	EUR	0.759097
_600	MX-AMR	0.193909
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.051301
_600	EUR	0.420105
_600	MX-AMR	0.515991
_600	EAS	0.005109
_600	SAS	0.007494
_600	AFR	0.040892
_600	EUR	0.534875
_600	MX-AMR	0.424213
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.035706
_600	EUR	0.279631
_600	MX-AMR	0.675133
_600	EAS	0.001833
_600	SAS	0.007697
_600	AFR	0.052797
_600	EUR	0.252666
_600	MX-AMR	0.694515
_600	EAS	1.3e-5
_600	SAS	1e-5
_600	AFR	0.050652
_600	EUR	0.354126
_600	MX-AMR	0.590772
_600	EAS	0.00112
_600	SAS	0.003329
_600	AFR	0.038653
_600	EUR	0.570634
_600	MX-AMR	0.382592
_600	EAS	1e-5
_600	SAS	0.00811
_600	AFR	0.064457
_600	EUR	0.277073
_600	MX-AMR	0.658444
_600	EAS	1e-5
_600	SAS	1.7e-5
_600	AFR	0.060615
_600	EUR	0.462383
_600	MX-AMR	0.476838
_600	EAS	1e-5
_600	SAS	1.54e-4
_600	AFR	0.079198
_600	EUR	0.365492
_600	MX-AMR	0.547088
_600	EAS	0.008212
_600	SAS	1e-5
_600	AFR	0.042594
_600	EUR	0.235561
_600	MX-AMR	0.713523
_600	EAS	0.008312
_600	SAS	1e-5
_600	AFR	0.08835
_600	EUR	0.342208
_600	MX-AMR	0.568591
_600	EAS	8.41e-4
_600	SAS	1e-5
_600	AFR	1e-5
_600	EUR	1e-5
_600	MX-AMR	0.99996
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.043955
_600	EUR	0.223516
_600	MX-AMR	0.724046
_600	EAS	0.008473
_600	SAS	1e-5
_600	AFR	0.035872
_600	EUR	0.241571
_600	MX-AMR	0.720606
_600	EAS	0.001941
_600	SAS	1e-5
_600	AFR	0.013847
_600	EUR	0.140728
_600	MX-AMR	0.845404
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.052808
_600	EUR	0.252465
_600	MX-AMR	0.694708
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.043085
_600	EUR	0.273779
_600	MX-AMR	0.679736
_600	EAS	1e-5
_600	SAS	0.003389
_600	AFR	0.043046
_600	EUR	0.297708
_600	MX-AMR	0.650526
_600	EAS	1e-5
_600	SAS	0.00871
_600	AFR	0.038785
_600	EUR	0.335074
_600	MX-AMR	0.609572
_600	EAS	1e-5
_600	SAS	0.016559
_600	AFR	0.061492
_600	EUR	0.416407
_600	MX-AMR	0.509649
_600	EAS	1e-5
_600	SAS	0.012442
_600	AFR	0.049622
_600	EUR	0.345533
_600	MX-AMR	0.604826
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.004545
_600	EUR	0.132177
_600	MX-AMR	0.857089
_600	EAS	0.0037200000000000002
_600	SAS	0.002469
_600	AFR	0.05323
_600	EUR	0.28445
_600	MX-AMR	0.656875
_600	EAS	1e-5
_600	SAS	0.005435
_600	AFR	0.148868
_600	EUR	0.215221
_600	MX-AMR	0.635891
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.036558
_600	EUR	0.638017
_600	MX-AMR	0.324357
_600	EAS	1e-5
_600	SAS	0.001059
_600	AFR	0.060572
_600	EUR	0.23257
_600	MX-AMR	0.69983
_600	EAS	1e-5
_600	SAS	0.007017
_600	AFR	0.05009
_600	EUR	0.302604
_600	MX-AMR	0.647286
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.065249
_600	EUR	0.439814
_600	MX-AMR	0.493383
_600	EAS	0.001544
_600	SAS	1e-5
_600	AFR	0.075891
_600	EUR	0.321539
_600	MX-AMR	0.599891
_600	EAS	1e-5
_600	SAS	0.002669
_600	AFR	0.07401
_600	EUR	0.415757
_600	MX-AMR	0.510214
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.061331
_600	EUR	0.367994
_600	MX-AMR	0.562564
_600	EAS	0.004773
_600	SAS	0.003338
_600	AFR	0.059791
_600	EUR	0.398822
_600	MX-AMR	0.540764
_600	EAS	1e-5
_600	SAS	6.13e-4
_600	AFR	0.069708
_600	EUR	0.316383
_600	MX-AMR	0.613889
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.039935
_600	EUR	0.390003
_600	MX-AMR	0.557802
_600	EAS	1e-5
_600	SAS	0.01225
_600	AFR	0.036375
_600	EUR	0.408604
_600	MX-AMR	0.555002
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.0699
_600	EUR	0.309279
_600	MX-AMR	0.60854
_600	EAS	0.001237
_600	SAS	0.011044
_600	AFR	0.050597
_600	EUR	0.290249
_600	MX-AMR	0.659134
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.033355
_600	EUR	0.695738
_600	MX-AMR	0.270887
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.042404
_600	EUR	0.36078
_600	MX-AMR	0.57785
_600	EAS	0.001665
_600	SAS	0.0173
_600	AFR	0.060479
_600	EUR	0.336109
_600	MX-AMR	0.597949
_600	EAS	1e-5
_600	SAS	0.005453
_600	AFR	0.023585
_600	EUR	0.790767
_600	MX-AMR	0.185628
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.071576
_600	EUR	0.38142
_600	MX-AMR	0.542515
_600	EAS	1e-5
_600	SAS	0.004479
_600	AFR	0.048008
_600	EUR	0.296183
_600	MX-AMR	0.649019
_600	EAS	1e-5
_600	SAS	0.006781
_600	AFR	0.060856
_600	EUR	0.231851
_600	MX-AMR	0.703389
_600	EAS	0.003893
_600	SAS	1e-5
_600	AFR	0.107406
_600	EUR	0.245539
_600	MX-AMR	0.644498
_600	EAS	1e-5
_600	SAS	0.002547
_600	AFR	0.073122
_600	EUR	0.397371
_600	MX-AMR	0.529486
_600	EAS	1.1e-5
_600	SAS	1e-5
_600	AFR	0.036921
_600	EUR	0.302983
_600	MX-AMR	0.65287
_600	EAS	1e-5
_600	SAS	0.007215
_600	AFR	0.068254
_600	EUR	0.40001
_600	MX-AMR	0.531716
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.035276
_600	EUR	0.691868
_600	MX-AMR	0.271315
_600	EAS	1e-5
_600	SAS	0.001532
_600	AFR	0.03606
_600	EUR	0.757625
_600	MX-AMR	0.206295
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.043512
_600	EUR	0.396641
_600	MX-AMR	0.550452
_600	EAS	0.009385
_600	SAS	1e-5
_600	AFR	0.075165
_600	EUR	0.291711
_600	MX-AMR	0.629647
_600	EAS	1e-5
_600	SAS	0.003467
_600	AFR	0.046449
_600	EUR	0.351065
_600	MX-AMR	0.598094
_600	EAS	0.004382
_600	SAS	1e-5
_600	AFR	0.029669
_600	EUR	0.822917
_600	MX-AMR	0.147394
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.078325
_600	EUR	0.352139
_600	MX-AMR	0.569516
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.068648
_600	EUR	0.339341
_600	MX-AMR	0.589099
_600	EAS	0.002902
_600	SAS	1e-5
_600	AFR	0.043885
_600	EUR	0.269321
_600	MX-AMR	0.674418
_600	EAS	0.012366
_600	SAS	1e-5
_600	AFR	0.077174
_600	EUR	0.356937
_600	MX-AMR	0.561937
_600	EAS	1e-5
_600	SAS	0.003943
_600	AFR	0.057059
_600	EUR	0.324874
_600	MX-AMR	0.608613
_600	EAS	0.001856
_600	SAS	0.007598
_600	AFR	0.035466
_600	EUR	0.327668
_600	MX-AMR	0.626606
_600	EAS	0.010249
_600	SAS	1e-5
_600	AFR	0.070156
_600	EUR	0.354271
_600	MX-AMR	0.575552
_600	EAS	1.1e-5
_600	SAS	1e-5
_600	AFR	0.04632
_600	EUR	0.401893
_600	MX-AMR	0.548367
_600	EAS	1e-5
_600	SAS	0.003411
_600	AFR	0.049628
_600	EUR	0.475612
_600	MX-AMR	0.462377
_600	EAS	1e-5
_600	SAS	0.012373
_600	AFR	0.040624
_600	EUR	0.424976
_600	MX-AMR	0.53438
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.047017
_600	EUR	0.644868
_600	MX-AMR	0.308095
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.052554
_600	EUR	0.366513
_600	MX-AMR	0.571436
_600	EAS	1e-5
_600	SAS	0.009488
_600	AFR	0.04549
_600	EUR	0.466999
_600	MX-AMR	0.487491
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.04509
_600	EUR	0.198243
_600	MX-AMR	0.753398
_600	EAS	0.001608
_600	SAS	0.001661
_600	AFR	0.028936
_600	EUR	0.517963
_600	MX-AMR	0.453082
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.052337
_600	EUR	0.352247
_600	MX-AMR	0.584816
_600	EAS	1e-5
_600	SAS	0.01059
_600	AFR	0.059092
_600	EUR	0.234785
_600	MX-AMR	0.698439
_600	EAS	0.007675
_600	SAS	1e-5
_600	AFR	0.078942
_600	EUR	0.358796
_600	MX-AMR	0.551225
_600	EAS	1e-5
_600	SAS	0.011028
_600	AFR	0.041758
_600	EUR	0.295796
_600	MX-AMR	0.658323
_600	EAS	0.002611
_600	SAS	0.001512
_600	AFR	0.024062
_600	EUR	0.319727
_600	MX-AMR	0.645435
_600	EAS	0.010766
_600	SAS	1e-5
_600	AFR	0.034732
_600	EUR	0.239847
_600	MX-AMR	0.711405
_600	EAS	0.014005
_600	SAS	1e-5
_600	AFR	0.058486
_600	EUR	0.369495
_600	MX-AMR	0.565307
_600	EAS	0.006702
_600	SAS	1e-5
_600	AFR	0.061654
_600	EUR	0.214837
_600	MX-AMR	0.716458
_600	EAS	1e-5
_600	SAS	0.007042
_600	AFR	0.087379
_600	EUR	0.27987
_600	MX-AMR	0.629353
_600	EAS	1e-5
_600	SAS	0.003388
_600	AFR	0.026152
_600	EUR	0.432568
_600	MX-AMR	0.538212
_600	EAS	6.72e-4
_600	SAS	0.002396
_600	AFR	0.046923
_600	EUR	0.304174
_600	MX-AMR	0.648884
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.045555
_600	EUR	0.504757
_600	MX-AMR	0.446364
_600	EAS	1e-5
_600	SAS	0.003315
_600	AFR	0.079797
_600	EUR	0.524478
_600	MX-AMR	0.392066
_600	EAS	1e-5
_600	SAS	0.003649
_600	AFR	0.027799
_600	EUR	0.199271
_600	MX-AMR	0.77291
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.065905
_600	EUR	0.134239
_600	MX-AMR	0.795483
_600	EAS	0.004327
_600	SAS	4.6e-5
_600	AFR	0.08748
_600	EUR	0.362105
_600	MX-AMR	0.547205
_600	EAS	0.003201
_600	SAS	1e-5
_600	AFR	0.06025
_600	EUR	0.340154
_600	MX-AMR	0.59758
_600	EAS	1e-5
_600	SAS	0.002006
_600	AFR	0.036236
_600	EUR	0.300016
_600	MX-AMR	0.662149
_600	EAS	1e-5
_600	SAS	0.001589
_600	AFR	0.060809
_600	EUR	0.323674
_600	MX-AMR	0.615497
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.064675
_600	EUR	0.277835
_600	MX-AMR	0.650899
_600	EAS	1e-5
_600	SAS	0.006581
_600	AFR	0.055916
_600	EUR	0.372062
_600	MX-AMR	0.568473
_600	EAS	1e-5
_600	SAS	0.003539
_600	AFR	1e-5
_600	EUR	1e-5
_600	MX-AMR	0.99996
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.045289
_600	EUR	0.317304
_600	MX-AMR	0.631866
_600	EAS	1e-5
_600	SAS	0.005531
_600	AFR	0.021579
_600	EUR	0.146557
_600	MX-AMR	0.827861
_600	EAS	0.003993
_600	SAS	1e-5
_600	AFR	0.056406
_600	EUR	0.290632
_600	MX-AMR	0.645594
_600	EAS	7.24e-4
_600	SAS	0.006645
_600	AFR	1e-5
_600	EUR	1e-5
_600	MX-AMR	0.99996
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.075761
_600	EUR	0.276525
_600	MX-AMR	0.6426
_600	EAS	0.004119
_600	SAS	9.95e-4
_600	AFR	0.066682
_600	EUR	0.273563
_600	MX-AMR	0.659296
_600	EAS	4.49e-4
_600	SAS	1e-5
_600	AFR	0.074445
_600	EUR	0.341198
_600	MX-AMR	0.584337
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.055435
_600	EUR	0.22739
_600	MX-AMR	0.713775
_600	EAS	0.003313
_600	SAS	8.6e-5
_600	AFR	0.057503
_600	EUR	0.423318
_600	MX-AMR	0.504543
_600	EAS	0.014626
_600	SAS	1e-5
_600	AFR	0.044873
_600	EUR	0.237964
_600	MX-AMR	0.717143
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.068119
_600	EUR	0.320265
_600	MX-AMR	0.609008
_600	EAS	1e-5
_600	SAS	0.002598
_600	AFR	0.044331
_600	EUR	0.339265
_600	MX-AMR	0.610467
_600	EAS	0.005927
_600	SAS	1e-5
_600	AFR	0.073459
_600	EUR	0.32379
_600	MX-AMR	0.601682
_600	EAS	0.00106
_600	SAS	1e-5
_600	AFR	0.041109
_600	EUR	0.266378
_600	MX-AMR	0.689572
_600	EAS	1e-5
_600	SAS	0.002931
_600	AFR	0.060305
_600	EUR	0.376434
_600	MX-AMR	0.561465
_600	EAS	1e-5
_600	SAS	0.001786
_600	AFR	0.057922
_600	EUR	0.210348
_600	MX-AMR	0.719995
_600	EAS	1e-5
_600	SAS	0.011725
_600	AFR	0.046849
_600	EUR	0.467153
_600	MX-AMR	0.477594
_600	EAS	0.008066
_600	SAS	3.38e-4
_600	AFR	0.067076
_600	EUR	0.314019
_600	MX-AMR	0.615429
_600	EAS	1e-5
_600	SAS	0.003466
_600	AFR	1e-5
_600	EUR	0.035717
_600	MX-AMR	0.964253
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.053778
_600	EUR	0.240613
_600	MX-AMR	0.704496
_600	EAS	1e-5
_600	SAS	0.001103
_600	AFR	0.041638
_600	EUR	0.30289
_600	MX-AMR	0.642
_600	EAS	0.004431
_600	SAS	0.009041
_600	AFR	0.056124
_600	EUR	0.437036
_600	MX-AMR	0.500822
_600	EAS	1e-5
_600	SAS	0.006008
_600	AFR	0.042337
_600	EUR	0.195535
_600	MX-AMR	0.755605
_600	EAS	0.005723
_600	SAS	7.99e-4
_600	AFR	0.04858
_600	EUR	0.419096
_600	MX-AMR	0.52941
_600	EAS	1e-5
_600	SAS	0.002904
_600	AFR	0.048513
_600	EUR	0.330482
_600	MX-AMR	0.620985
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.068003
_600	EUR	0.36503
_600	MX-AMR	0.56656
_600	EAS	1e-5
_600	SAS	3.96e-4
_600	AFR	0.06521
_600	EUR	0.354059
_600	MX-AMR	0.580711
_600	EAS	1e-5
_600	SAS	1e-5
_600	AFR	0.081437
_600	EUR	0.332066
_600	MX-AMR	0.582946
_600	EAS	1e-5
_600	SAS	0.003541
_600	AFR	0.04599
_600	EUR	0.452121
_600	MX-AMR	0.499373
_600	EAS	1e-5
_600	SAS	0.002506
_600	AFR	0.058858
_600	EUR	0.273607
_600	MX-AMR	0.664616
_600	EAS	0.002909
_600	SAS	1e-5
_600	AFR	0.056712
_600	EUR	0.313358
_600	MX-AMR	0.621461
_600	EAS	1e-5
_600	SAS	0.008459
_600	AFR	0.041089
_600	EUR	0.245919
_600	MX-AMR	0.704659
